Symbol,20191023,20191024,20191025,20191028,20191029,20191030,20191031,20191101,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
AVGO_112219C282.5,39.0,39:282.31,39:289.82,41:291.55,44:288.16,44:289.41,44:292.87,44.0,41:305.0,41:314.04,41:313.16,41:311.74:2398013:29.8:2,41:313.1:1523382:29.8:0,41:312.75:889898:29.8:0,41:315.56:1378570:29.8:0,41:313.67:1241976:29.8:0,41:308.97:1673057:29.8:0,41:312.91:1653621:29.8:0,41:311.07:1584994:29.8:0,:317.7:3126440:U:U,41:312.24:1121807:29.8:0,41:315.25:1880165:29.8:0,41:314.92:1270517:29.8:0
AVGO_112219C285,125.0,141:282.31,133:289.82,132:291.55,131:288.16,131:289.4862,135:292.87,136.0,151:305.0,151:314.04,152:313.16,152:311.74:2398013:29.85:0,152:313.1:1523382:29.85:0,152:312.75:889898:29.85:0,152:315.56:1378570:29.85:0,152:313.67:1241976:29.85:0,152:308.97:1673057:29.85:0,152:312.91:1653621:27.34:2,150:311.07:1584994:27.34:0,150:317.7:3126440:40.3:1,149:312.24:1121807:28.43:1,148:315.25:1880165:28.43:0,148:314.92:1270517:30.76:4
AVGO_112219C287.5,15.0,15:282.31,26:289.82,35:291.55,32:288.16,30:289.4862,28:292.87,27.0,39:305.0,37:314.04,37:313.16,36:311.74:2398013:24.53:0,36:313.1:1523382:24.53:0,36:312.75:889898:24.53:0,36:315.56:1378570:24.53:0,36:313.67:1241976:24.53:0,36:308.97:1673057:24.53:0,36:312.91:1653621:24.53:0,36:311.07:1584994:24.53:0,36:317.7:3126440:24.53:0,36:312.24:1121807:22.05:5,32:315.25:1880165:22.05:0,32:314.92:1270517:22.05:0
AVGO_112219C290,587.0,602:282.31,602:289.82,625:291.55,631:288.16,631:289.4862,629:292.87,634.0,825:305.0,821:314.04,808:313.16,808:311.74:2398013:26.01:0,808:313.1:1523382:22.53:33,775:312.75:889898:22.53:0,775:315.56:1378570:25.7:10,775:313.67:1241976:25.7:0,775:308.97:1673057:18.5:1,775:312.91:1653621:23.2:33,772:311.07:1584994:22.59:30,772:317.7:3126440:28.1:40,765:312.24:1121807:28.1:0,765:315.25:1880165:24.93:515,[428:314.92:1270517:27.05:3
AVGO_112219C292.5,26.0,21:282.31,27:289.82,48:291.55,72:288.16,73:289.4959,73:292.87,65.0,60:305.0,49:314.04,49:313.16,49:311.74:2398013:20.8:1,50:313.1:1523382:20.8:0,50:312.75:889898:20.8:0,50:315.56:1378570:20.8:0,50:313.67:1241976:20.8:0,50:308.97:1673057:16.9:10,58:312.91:1653621:19.2:2,58:311.07:1584994:19.2:0,58:317.7:3126440:19.2:0,58:312.24:1121807:21.87:2,57:315.25:1880165:22.93:11,[57:314.92:1270517:24.1:1
AVGO_112219C295,37.0,35:282.31,37:289.82,54:291.55,88:288.16,91:289.4959,97:292.87,96.0,94:305.0,88:314.04,88:313.16,108:311.74:2398013:21.3:1,107:313.1:1523382:17.4:8,99:312.75:889898:17.4:0,99:315.56:1378570:21.54:5,104:313.67:1241976:21.54:0,104:308.97:1673057:17.9:2,103:312.91:1653621:17.22:40,142:311.07:1584994:18.3:18,137:317.7:3126440:25.8:12,134:312.24:1121807:18.3:16,141:315.25:1880165:20.19:33,[119:314.92:1270517:19.5:53
AVGO_112219C297.5,10.0,281:282.31,304:289.82,262:291.55,243:288.16,230:289.4959,232:292.87,231.0,213:305.0,152:314.04,132:313.16,127:311.74:2398013:17.35:13,119:313.1:1523382:15.75:11,113:312.75:889898:15.6:3,110:315.56:1378570:17.85:1,110:313.67:1241976:16.4:10,109:308.97:1673057:11.32:4,109:312.91:1653621:14.4:23,99:311.07:1584994:15.25:2,99:317.7:3126440:22.8:42,78:312.24:1121807:17.65:1,78:315.25:1880165:13.95:1,[77:314.92:1270517:17.75:6
AVGO_112219C300,37.0,49:282.31,49:289.82,56:291.55,57:288.16,59:289.4959,73:292.87,73.0,77:305.0,85:314.04,77:313.16,60:311.74:2398013:17.35:11,69:313.1:1523382:17.35:0,69:312.75:889898:14.18:3,68:315.56:1378570:16.8:36,103:313.67:1241976:14.2:4,106:308.97:1673057:10.8:77,117:312.91:1653621:12.9:25,98:311.07:1584994:11.5:21,108:317.7:3126440:19.3:18,105:312.24:1121807:12.85:3,130:315.25:1880165:15.4:4,[130:314.92:1270517:14.5:11
AVGO_112219C302.5,15.0,15:282.31,16:289.82,22:291.55,19:288.16,21:289.4959,21:292.9,24.0,27:305.0,64:314.04,62:313.16,62:311.74:2398013:12.21:10,58:313.1:1523382:11.2:4,57:312.75:889898:12.7:9,60:315.56:1378570:12.7:0,60:313.67:1241976:12.0:9,51:308.97:1673057:8.6:55,99:312.91:1653621:11.0:49,80:311.07:1584994:7.9:4,77:317.7:3126440:16.93:1,76:312.24:1121807:16.93:0,76:315.25:1880165:12.91:10,[72:314.92:1270517:11.59:1
AVGO_112219C305,55.0,63:282.31,63:289.82,64:291.55,64:288.16,68:289.4959,76:292.9,75.0,75:305.0,118:314.04,106:313.16,96:311.74:2398013:10.4:15,95:313.1:1523382:11.1:12,93:312.75:889898:11.1:0,93:315.56:1378570:12.12:15,97:313.67:1241976:10.1:11,98:308.97:1673057:6.79:19,104:312.91:1653621:8.07:16,110:311.07:1584994:7.3:38,111:317.7:3126440:15.9:23,91:312.24:1121807:6.7:12,90:315.25:1880165:6.7:0,[90:314.92:1270517:9.11:49
AVGO_112919C257.5,0.0,0:282.31,0:289.82,0:291.55,0:288.16,0:289.4959,0:292.91,0.0,0:305.0,0:314.04,0:313.16,0:311.74:2398013:0.0:0,0:313.1:1523382:0.0:0,0:312.75:889898:0.0:0,0:315.56:1378570:0.0:0,0:313.67:1241976:0.0:0,0:308.97:1673057:0.0:0,0:312.91:1653621:0.0:0,U:311.07:1584994::,0:317.7:3126440:0.0:0,0:312.24:1121807:0.0:0,0:315.25:1880165:0.0:0,0:314.92:1270517:0.0:0
AVGO_112919C260,0.0,0:282.31,0:289.82,0:291.55,0:288.16,0:289.4959,0:292.91,0.0,0:305.0,0:314.04,0:313.16,0:311.74:2398013:0.0:0,0:313.1:1523382:0.0:0,0:312.75:889898:0.0:0,0:315.56:1378570:0.0:0,0:313.67:1241976:0.0:0,0:308.97:1673057:0.0:0,0:312.91:1653621:0.0:0,0:311.07:1584994:0.0:0,0:317.7:3126440:0.0:0,0:312.24:1121807:0.0:0,0:315.25:1880165:0.0:0,0:314.92:1270517:0.0:0
AVGO_112919C262.5,0.0,0:282.31,0:289.82,0:291.55,0:288.16,0:289.4959,0:292.91,0.0,0:305.0,0:314.04,0:313.16,0:311.74:2398013:0.0:0,0:313.1:1523382:0.0:0,0:312.75:889898:0.0:0,0:315.56:1378570:0.0:0,0:313.67:1241976:0.0:0,0:308.97:1673057:0.0:0,0:312.91:1653621:0.0:0,U:311.07:1584994::,0:317.7:3126440:0.0:0,0:312.24:1121807:0.0:0,0:315.25:1880165:0.0:0,0:314.92:1270517:0.0:0
AVGO_112919C265,0.0,0:282.31,0:289.82,0:291.55,0:288.16,0:289.4959,0:292.91,0.0,0:305.0,0:314.04,0:313.16,0:311.74:2398013:0.0:0,0:313.1:1523382:0.0:0,0:312.75:889898:0.0:0,0:315.56:1378570:0.0:0,0:313.67:1241976:0.0:0,0:308.97:1673057:0.0:0,0:312.91:1653621:0.0:0,0:311.07:1584994:0.0:0,0:317.7:3126440:0.0:0,0:312.24:1121807:0.0:0,0:315.25:1880165:0.0:0,0:314.92:1270517:0.0:0
AVGO_112919C267.5,0.0,U:282.31,0:289.82,0:291.55,0:288.16,0:289.4959,1:292.91,1.0,1:305.0,1:314.04,1:313.16,1:311.74:2398013:22.5:0,1:313.1:1523382:22.5:0,1:312.75:889898:22.5:0,1:315.56:1378570:22.5:0,1:313.67:1241976:22.5:0,1:308.97:1673057:22.5:0,1:312.91:1653621:22.5:0,1:311.07:1584994:22.5:0,1:317.7:3126440:22.5:0,1:312.24:1121807:22.5:0,1:315.25:1880165:47.33:13,14:314.92:1270517:47.33:0
AVGO_112919C270,0.0,0:282.31,0:289.82,0:291.55,0:288.16,0:289.4959,0:292.92,0.0,0:305.0,0:314.04,0:313.16,0:311.74:2398013:0.0:0,0:313.1:1523382:0.0:0,0:312.75:889898:0.0:0,0:315.56:1378570:0.0:0,0:313.67:1241976:0.0:0,0:308.97:1673057:0.0:0,0:312.91:1653621:0.0:0,U:311.07:1584994::,0:317.7:3126440:0.0:0,0:312.24:1121807:0.0:0,0:315.25:1880165:45.5:15,15:314.92:1270517:45.5:0
AVGO_112919C272.5,1.0,2:282.31,2:289.82,4:291.55,4:288.16,4:289.56,4:292.85,4.0,4:305.0,4:314.04,4:313.16,4:311.74:2398013:19.61:0,4:313.1:1523382:19.61:0,4:312.75:889898:19.61:0,4:315.56:1378570:19.61:0,4:313.67:1241976:19.61:0,4:308.97:1673057:19.61:0,4:312.91:1653621:19.61:0,4:311.07:1584994:19.61:0,4:317.7:3126440:19.61:0,4:312.24:1121807:19.61:0,4:315.25:1880165:19.61:0,4:314.92:1270517:19.61:0
AVGO_112919C275,2.0,2:282.31,2:289.82,2:291.55,2:288.16,2:289.56,2:292.85,2.0,2:305.0,2:314.04,2:313.16,2:311.74:2398013:18.1:0,2:313.1:1523382:18.1:0,2:312.75:889898:18.1:0,2:315.56:1378570:18.1:0,2:313.67:1241976:18.1:0,2:308.97:1673057:18.1:0,2:312.91:1653621:18.1:0,2:311.07:1584994:18.1:0,2:317.7:3126440:18.1:0,2:312.24:1121807:18.1:0,2:315.25:1880165:36.78:1,U:314.92:1270517:U:U
AVGO_112919C277.5,0.0,0:282.31,0:289.82,0:291.55,0:288.16,0:289.56,0:292.85,0.0,0:305.0,0:314.04,0:313.16,0:311.74:2398013:0.0:0,0:313.1:1523382:0.0:0,0:312.75:889898:0.0:0,0:315.56:1378570:0.0:0,0:313.67:1241976:0.0:0,0:308.97:1673057:0.0:0,0:312.91:1653621:0.0:0,U:311.07:1584994::,0:317.7:3126440:0.0:0,0:312.24:1121807:0.0:0,0:315.25:1880165:0.0:0,0:314.92:1270517:0.0:0
AVGO_112919C280,0.0,16:282.31,17:289.82,16:291.55,19:288.16,21:289.56,21:292.85,21.0,21:305.0,21:314.04,21:313.16,21:311.74:2398013:22.1:0,21:313.1:1523382:28.1:2,19:312.75:889898:28.1:0,19:315.56:1378570:28.1:0,19:313.67:1241976:28.1:0,19:308.97:1673057:28.1:0,19:312.91:1653621:28.1:0,U:311.07:1584994::,19:317.7:3126440:28.1:0,19:312.24:1121807:28.1:0,19:315.25:1880165:28.1:0,19:314.92:1270517:38.39:1
AVGO_112919C282.5,11.0,14:282.31,15:289.82,13:291.55,13:288.16,13:289.56,13:292.84,13.0,13:305.0,13:314.04,13:313.16,13:311.74:2398013:29.8:0,13:313.1:1523382:29.8:0,13:312.75:889898:29.8:0,13:315.56:1378570:29.8:0,13:313.67:1241976:29.8:0,13:308.97:1673057:29.8:0,13:312.91:1653621:29.8:0,U:311.07:1584994::,13:317.7:3126440:29.8:0,13:312.24:1121807:29.8:0,13:315.25:1880165:29.8:0,13:314.92:1270517:29.8:0
AVGO_112919C285,17.0,19:282.31,20:289.82,22:291.55,22:288.16,21:289.56,21:292.84,21.0,22:305.0,21:314.04,21:313.16,21:311.74:2398013:27.5:0,21:313.1:1523382:27.5:0,21:312.75:889898:27.5:0,21:315.56:1378570:27.5:0,21:313.67:1241976:30.7:1,21:308.97:1673057:30.7:0,21:312.91:1653621:30.7:0,21:311.07:1584994:30.7:0,21:317.7:3126440:30.7:0,21:312.24:1121807:30.7:0,21:315.25:1880165:30.7:0,21:314.92:1270517:30.7:0
AVGO_112919C287.5,35.0,34:282.31,35:289.82,33:291.55,33:288.16,34:289.56,34:292.84,34.0,34:305.0,32:314.04,32:313.16,32:311.74:2398013:16.97:0,32:313.1:1523382:16.97:0,32:312.75:889898:16.97:0,32:315.56:1378570:16.97:0,32:313.67:1241976:16.97:0,32:308.97:1673057:16.97:0,32:312.91:1653621:25.12:2,32:311.07:1584994:25.12:0,32:317.7:3126440:25.12:0,32:312.24:1121807:25.12:0,32:315.25:1880165:25.12:0,32:314.92:1270517:25.12:0
AVGO_112919C290,70.0,72:282.31,63:289.82,145:291.55,196:288.16,196:289.56,196:292.84,196.0,197:305.0,201:314.04,201:313.16,201:311.74:2398013:23.3:33,199:313.1:1523382:21.19:12,210:312.75:889898:21.19:0,210:315.56:1378570:25.7:1,209:313.67:1241976:25.7:0,209:308.97:1673057:20.58:1,208:312.91:1653621:20.58:0,208:311.07:1584994:20.58:0,208:317.7:3126440:20.58:0,208:312.24:1121807:20.58:0,208:315.25:1880165:20.58:0,[208:314.92:1270517:20.58:0
AVGO_112919C292.5,47.0,47:282.31,47:289.82,47:291.55,51:288.16,54:289.56,48:292.84,49.0,51:305.0,53:314.04,49:313.16,49:311.74:2398013:20.4:3,47:313.1:1523382:20.4:0,47:312.75:889898:20.4:0,47:315.56:1378570:24.45:1,47:313.67:1241976:24.45:0,47:308.97:1673057:24.45:0,47:312.91:1653621:24.45:0,47:311.07:1584994:24.45:0,47:317.7:3126440:24.45:0,47:312.24:1121807:24.45:0,47:315.25:1880165:24.45:0,[47:314.92:1270517:24.45:0
AVGO_112919C295,39.0,45:282.31,46:289.82,46:291.55,83:288.16,92:289.56,83:292.84,84.0,95:305.0,198:314.04,197:313.16,197:311.74:2398013:25.0:1,197:313.1:1523382:16.43:14,196:312.75:889898:16.43:0,196:315.56:1378570:16.43:0,196:313.67:1241976:20.16:2,195:308.97:1673057:20.16:0,195:312.91:1653621:18.25:120,274:311.07:1584994:15.28:5,279:317.7:3126440:15.28:0,279:312.24:1121807:15.28:0,279:315.25:1880165:15.28:0,[279:314.92:1270517:19.78:40
AVGO_112919C297.5,31.0,48:282.31,59:289.82,59:291.55,39:288.16,39:289.56,39:292.84,46.0,53:305.0,53:314.04,53:313.16,52:311.74:2398013:16.8:1,51:313.1:1523382:15.0:2,51:312.75:889898:15.0:0,51:315.56:1378570:15.0:0,51:313.67:1241976:15.0:0,51:308.97:1673057:15.0:0,51:312.91:1653621:14.95:3,48:311.07:1584994:15.8:2,48:317.7:3126440:15.8:0,48:312.24:1121807:15.8:0,48:315.25:1880165:18.3:10,[52:314.92:1270517:21.2:2
AVGO_112919C300,43.0,288:282.31,309:289.82,309:291.55,325:288.16,325:289.56,331:292.84,331.0,329:305.0,362:314.04,348:313.16,347:311.74:2398013:16.29:25,345:313.1:1523382:15.31:7,348:312.75:889898:14.3:2,347:315.56:1378570:14.3:0,347:313.67:1241976:14.3:0,347:308.97:1673057:12.15:1,346:312.91:1653621:12.8:4,346:311.07:1584994:12.5:52,347:317.7:3126440:21.4:205,346:312.24:1121807:14.88:21,355:315.25:1880165:15.3:1,[354:314.92:1270517:14.93:22
AVGO_112919C302.5,4.0,6:282.31,26:289.82,26:291.55,27:288.16,27:289.56,27:292.87,30.0,31:305.0,36:314.04,31:313.16,31:311.74:2398013:17.1:1,30:313.1:1523382:17.1:0,30:312.75:889898:12.8:6,36:315.56:1378570:14.36:6,40:313.67:1241976:14.36:0,40:308.97:1673057:8.0:3,41:312.91:1653621:11.8:9,39:311.07:1584994:9.2:3,42:317.7:3126440:19.6:3,42:312.24:1121807:10.9:8,46:315.25:1880165:10.9:0,[46:314.92:1270517:10.9:0
AVGO_112919C305,55.0,45:282.31,46:289.82,46:291.55,58:288.16,64:289.56,63:292.89,73.0,70:305.0,322:314.04,298:313.16,298:311.74:2398013:12.55:5,296:313.1:1523382:11.57:5,298:312.75:889898:10.5:3,297:315.56:1378570:12.2:5,295:313.67:1241976:12.6:2,297:308.97:1673057:7.0:16,306:312.91:1653621:8.9:17,310:311.07:1584994:8.21:15,308:317.7:3126440:8.21:0,308:312.24:1121807:8.75:15,307:315.25:1880165:11.38:31,[307:314.92:1270517:10.5:23
AVGO_122019C195,0.0,0:282.31,0:289.82,0:291.55,0:288.16,0:289.56,0:292.89,0.0,0:305.0,0:314.04,0:313.16,0:311.74:2398013:0.0:0,0:313.1:1523382:0.0:0,0:312.75:889898:0.0:0,0:315.56:1378570:0.0:0,0:313.67:1241976:0.0:0,0:308.97:1673057:0.0:0,0:312.91:1653621:0.0:0,0:311.07:1584994:0.0:0,0:317.7:3126440:0.0:0,0:312.24:1121807:0.0:0,0:315.25:1880165:0.0:0,0:314.92:1270517:0.0:0
AVGO_122019C200,0.0,0:282.31,0:289.82,0:291.55,0:288.16,0:289.56,0:292.89,0.0,0:305.0,0:314.04,0:313.16,0:311.74:2398013:0.0:0,0:313.1:1523382:0.0:0,0:312.75:889898:0.0:0,0:315.56:1378570:0.0:0,0:313.67:1241976:0.0:0,0:308.97:1673057:0.0:0,0:312.91:1653621:0.0:0,U:311.07:1584994::,0:317.7:3126440:0.0:0,0:312.24:1121807:0.0:0,0:315.25:1880165:0.0:0,0:314.92:1270517:0.0:0
AVGO_122019C210,0.0,0:282.31,0:289.82,0:291.55,0:288.16,0:289.655,0:292.89,0.0,0:305.0,0:314.04,0:313.16,0:311.74:2398013:0.0:0,0:313.1:1523382:0.0:0,0:312.75:889898:0.0:0,0:315.56:1378570:0.0:0,0:313.67:1241976:0.0:0,0:308.97:1673057:0.0:0,0:312.91:1653621:0.0:0,0:311.07:1584994:0.0:0,0:317.7:3126440:0.0:0,0:312.24:1121807:0.0:0,0:315.25:1880165:0.0:0,0:314.92:1270517:0.0:0
AVGO_122019C220,0.0,0:282.31,0:289.82,0:291.55,0:288.16,0:289.655,0:292.82,0.0,0:305.0,0:314.04,0:313.16,0:311.74:2398013:0.0:0,0:313.1:1523382:0.0:0,0:312.75:889898:0.0:0,0:315.56:1378570:0.0:0,0:313.67:1241976:0.0:0,0:308.97:1673057:0.0:0,0:312.91:1653621:0.0:0,U:311.07:1584994::,0:317.7:3126440:0.0:0,0:312.24:1121807:0.0:0,0:315.25:1880165:0.0:0,0:314.92:1270517:0.0:0
AVGO_122019C230,0.0,0:282.31,0:289.82,0:291.55,0:288.16,0:289.655,0:292.86,0.0,0:305.0,0:314.04,0:313.16,0:311.74:2398013:0.0:0,0:313.1:1523382:0.0:0,0:312.75:889898:0.0:0,0:315.56:1378570:0.0:0,0:313.67:1241976:0.0:0,0:308.97:1673057:0.0:0,0:312.91:1653621:0.0:0,0:311.07:1584994:0.0:0,0:317.7:3126440:0.0:0,0:312.24:1121807:0.0:0,U:315.25:1880165:U:U,0:314.92:1270517:0.0:0
AVGO_122019C240,0.0,0:282.31,0:289.82,0:291.55,0:288.16,0:289.655,0:292.86,0.0,0:305.0,0:314.04,0:313.16,0:311.74:2398013:0.0:0,0:313.1:1523382:0.0:0,0:312.75:889898:0.0:0,0:315.56:1378570:75.85:2,2:313.67:1241976:75.6:1,3:308.97:1673057:75.6:0,3:312.91:1653621:75.6:0,3:311.07:1584994:75.6:0,3:317.7:3126440:75.6:0,3:312.24:1121807:75.6:0,3:315.25:1880165:75.6:0,3:314.92:1270517:75.6:0
AVGO_122019C250,2.0,2:282.31,2:289.82,2:291.55,2:288.16,2:289.655,2:292.86,2.0,2:305.0,2:314.04,2:313.16,2:311.74:2398013:37.0:0,2:313.1:1523382:37.0:0,2:312.75:889898:37.0:0,2:315.56:1378570:37.0:0,2:313.67:1241976:37.0:0,2:308.97:1673057:37.0:0,2:312.91:1653621:37.0:0,2:311.07:1584994:37.0:0,2:317.7:3126440:37.0:0,2:312.24:1121807:37.0:0,2:315.25:1880165:37.0:0,2:314.92:1270517:37.0:0
AVGO_122019C260,2.0,7:282.31,7:289.82,7:291.55,7:288.16,7:289.655,7:292.83,7.0,7:305.0,7:314.04,7:313.16,7:311.74:2398013:26.7:0,7:313.1:1523382:26.7:0,7:312.75:889898:26.7:0,7:315.56:1378570:26.7:0,7:313.67:1241976:26.7:0,7:308.97:1673057:26.7:0,7:312.91:1653621:26.7:0,U:311.07:1584994::,7:317.7:3126440:26.7:0,7:312.24:1121807:26.7:0,U:315.25:1880165:U:U,7:314.92:1270517:52.8:0
AVGO_122019C270,12.0,15:282.31,15:289.82,15:291.55,15:288.16,15:289.655,14:292.76,14.0,14:305.0,14:314.04,14:313.16,14:311.74:2398013:24.69:0,14:313.1:1523382:24.69:0,14:312.75:889898:24.69:0,14:315.56:1378570:24.69:0,14:313.67:1241976:24.69:0,14:308.97:1673057:24.69:0,14:312.91:1653621:24.69:0,14:311.07:1584994:24.69:0,14:317.7:3126440:24.69:0,14:312.24:1121807:24.69:0,14:315.25:1880165:24.69:0,14:314.92:1270517:24.69:0
AVGO_122019C280,41.0,48:282.31,56:289.82,56:291.55,73:288.16,75:289.655,75:292.76,75.0,77:305.0,103:314.04,96:313.16,94:311.74:2398013:37.26:5,90:313.1:1523382:33.05:25,90:312.75:889898:35.8:51,117:315.56:1378570:37.54:1,118:313.67:1241976:36.12:3,118:308.97:1673057:32.28:27,104:312.91:1653621:34.2:6,U:311.07:1584994::,99:317.7:3126440:31.85:0,99:312.24:1121807:31.85:0,99:315.25:1880165:33.87:0,99:314.92:1270517:39.2:1
AVGO_122019C290,30.0,71:282.31,115:289.82,151:291.55,157:288.16,175:289.655,484:292.76,520.0,682:305.0,678:314.04,671:313.16,663:311.74:2398013:27.9:4,662:313.1:1523382:24.54:11,662:312.75:889898:27.0:12,664:315.56:1378570:29.3:3,667:313.67:1241976:28.42:4,667:308.97:1673057:24.35:5,664:312.91:1653621:25.9:3,664:311.07:1584994:25.7:25,667:317.7:3126440:31.8:12,655:312.24:1121807:24.2:7,658:315.25:1880165:28.8:3,[658:314.92:1270517:29.9:9
AVGO_122019C300,89.0,142:282.31,192:289.82,277:291.55,721:288.16,763:289.655,790:292.76,794.0,899:305.0,933:314.04,931:313.16,916:311.74:2398013:21.97:10,916:313.1:1523382:19.63:461,915:312.75:889898:19.9:13,904:315.56:1378570:21.42:15,903:313.67:1241976:19.94:3,905:308.97:1673057:16.8:82,916:312.91:1653621:18.92:14,929:311.07:1584994:17.92:10,930:317.7:3126440:22.4:54,931:312.24:1121807:18.0:7,928:315.25:1880165:20.47:12,[931:314.92:1270517:19.9:7
