Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
TWTR_112219C32,781:29.21:10558698:0.07:66,844:29.34:9668295:0.04:40,856:29.05:15077365:0.05:19,852:29.08:9303232:0.03:103,853:28.89:13655509:0.04:86,882:29.25:12156794:0.03:205,928:29.49:14537556:0.02:137,880:29.17:14117068:0.01:15,879:29.79:24276137:0.01:388,1036:0:0:0.01:20
TWTR_112219C32.5,1634:29.21:10558698:0.06:67,1615:29.34:9668295:0.03:157,1728:29.05:15077365:0.03:1334,2936:29.08:9303232:0.02:23,2921:28.89:13655509:0.03:672,3515:29.25:12156794:0.02:46,3493:29.49:14537556:0.01:309,3624:29.17:14117068:0.01:60,3657:29.79:24276137:0.01:120,U:0:0:.1:U
TWTR_112219C33,623:29.21:10558698:0.04:14,636:29.34:9668295:0.02:243,873:29.05:15077365:0.02:111,910:29.08:9303232:0.02:66,905:28.89:13655509:0.03:16,905:29.25:12156794:0.02:201,976:29.49:14537556:0.01:13,976:29.17:14117068:0.01:101,1023:29.79:24276137:0.01:7,1021:0:0:0.01:1
TWTR_112219C33.5,222:29.21:10558698:0.03:3,223:29.34:9668295:0.03:236,325:29.05:15077365:0.03:0,325:29.08:9303232:0.03:0,325:28.89:13655509:0.01:1,324:29.25:12156794:0.02:10,334:29.49:14537556:0.01:2,334:29.17:14117068:0.01:5,329:29.79:24276137:0.01:0,329:0:0:0.01:0
TWTR_112219C34,176:29.21:10558698:0.03:6,178:29.34:9668295:0.03:23,201:29.05:15077365:0.03:0,201:29.08:9303232:0.02:2,200:28.89:13655509:0.02:0,200:29.25:12156794:0.01:57,218:29.49:14537556:0.01:23,215:29.17:14117068:0.01:0,215:29.79:24276137:0.01:0,U:0:0:U:U
TWTR_112919C22,64:29.21:10558698:7.5:0,64:29.34:9668295:7.5:0,64:29.05:15077365:7.5:0,64:29.08:9303232:7.5:0,64:28.89:13655509:7.5:0,64:29.25:12156794:7.5:0,64:29.49:14537556:7.5:0,64:29.17:14117068:7.5:0,64:29.79:24276137:7.5:0,64:0:0:7.5:0
TWTR_112919C23,43:29.21:10558698:6.3:0,43:29.34:9668295:6.35:1,44:29.05:15077365:6.35:0,44:29.08:9303232:6.35:0,44:28.89:13655509:5.9:57,101:29.25:12156794:5.9:0,101:29.49:14537556:5.9:0,101:29.17:14117068:5.9:0,101:29.79:24276137:5.9:0,101:0:0:5.9:0
TWTR_112919C24,1:29.21:10558698:5.2:0,1:29.34:9668295:5.2:0,1:29.05:15077365:5.1:1,1:29.08:9303232:5.1:0,1:28.89:13655509:4.96:30,31:29.25:12156794:5.25:1,30:29.49:14537556:5.25:0,30:29.17:14117068:5.25:0,30:29.79:24276137:5.7:27,U:0:0:U:U
TWTR_112919C25,54:29.21:10558698:4.25:29,83:29.34:9668295:4.25:0,83:29.05:15077365:4.1:291,374:29.08:9303232:4.05:71,444:28.89:13655509:4.05:0,444:29.25:12156794:4.35:2,443:29.49:14537556:4.62:1,444:29.17:14117068:4.62:0,444:29.79:24276137:4.95:349,407:0:0:4.97:43
TWTR_112919C26,31:29.21:10558698:3.5:0,31:29.34:9668295:3.5:0,31:29.05:15077365:3.5:0,31:29.08:9303232:3.5:0,31:28.89:13655509:3.1:1,32:29.25:12156794:3.15:1,31:29.49:14537556:3.15:0,31:29.17:14117068:3.25:216,217:29.79:24276137:3.95:254,U:0:0:U:U
TWTR_112919C27,42:29.21:10558698:2.5:7,42:29.34:9668295:2.39:5,47:29.05:15077365:2.39:0,47:29.08:9303232:2.39:0,47:28.89:13655509:2.02:8,45:29.25:12156794:2.32:11,51:29.49:14537556:2.66:2,47:29.17:14117068:2.01:12,45:29.79:24276137:2.98:46,52:0:0:2.99:13
TWTR_112919C27.5,13:29.21:10558698:1.96:14,27:29.34:9668295:1.95:1,28:29.05:15077365:1.83:30,50:29.08:9303232:1.83:0,50:28.89:13655509:1.5:5,55:29.25:12156794:1.99:22,55:29.49:14537556:1.97:4,90:29.17:14117068:1.56:218,291:29.79:24276137:2.43:276,U:0:0:U:U
TWTR_112919C28,98:29.21:10558698:1.65:1,98:29.34:9668295:1.58:10,98:29.05:15077365:1.36:19,104:29.08:9303232:1.39:1,105:28.89:13655509:1.14:81,165:29.25:12156794:1.52:48,183:29.49:14537556:1.7:98,172:29.17:14117068:1.21:81,172:29.79:24276137:2.08:179,142:0:0:2.04:294
TWTR_112919C28.5,159:29.21:10558698:1.22:121,257:29.34:9668295:1.17:2,259:29.05:15077365:1.03:5,263:29.08:9303232:1.01:142,235:28.89:13655509:0.89:357,492:29.25:12156794:1.07:306,406:29.49:14537556:1.2:32,393:29.17:14117068:0.92:964,500:29.79:24276137:1.39:95,462:0:0:1.58:92
TWTR_112919C29,186:29.21:10558698:0.96:474,326:29.34:9668295:0.9:85,335:29.05:15077365:0.71:166,469:29.08:9303232:0.68:468,819:28.89:13655509:0.58:492,1181:29.25:12156794:0.71:384,1162:29.49:14537556:0.82:1110,1332:29.17:14117068:0.62:1048,1795:29.79:24276137:0.99:1258,1466:0:0:1.18:168
TWTR_112919C29.5,1358:29.21:10558698:0.68:168,1395:29.34:9668295:0.66:121,1470:29.05:15077365:0.49:976,1805:29.08:9303232:0.47:245,1947:28.89:13655509:0.39:303,1996:29.25:12156794:0.48:667,2245:29.49:14537556:0.53:1002,2598:29.17:14117068:0.38:657,2674:29.79:24276137:0.65:1549,2624:0:0:0.73:657
TWTR_112919C30,1695:29.21:10558698:0.46:516,1631:29.34:9668295:0.46:112,1665:29.05:15077365:0.32:303,1831:29.08:9303232:0.3:133,1820:28.89:13655509:0.27:14915,14643:29.25:12156794:0.3:3444,16055:29.49:14537556:0.33:4705,17306:29.17:14117068:0.22:7144,13839:29.79:24276137:0.41:14894,U:0:0:U:U
TWTR_112919C30.5,917:29.21:10558698:0.32:94,969:29.34:9668295:0.31:129,937:29.05:15077365:0.22:70,922:29.08:9303232:0.19:120,1011:28.89:13655509:0.18:80,1051:29.25:12156794:0.18:818,1038:29.49:14537556:0.21:1924,2736:29.17:14117068:0.12:536,2920:29.79:24276137:0.24:13154,5817:0:0:0.25:12524
TWTR_112919C31,780:29.21:10558698:0.23:63,779:29.34:9668295:0.19:50,793:29.05:15077365:0.14:103,864:29.08:9303232:0.11:474,1250:28.89:13655509:0.12:123,1281:29.25:12156794:0.15:764,1787:29.49:14537556:0.13:1171,2341:29.17:14117068:0.06:679,2105:29.79:24276137:0.14:6021,4020:0:0:0.15:9858
TWTR_112919C31.5,555:29.21:10558698:0.18:109,591:29.34:9668295:0.13:490,948:29.05:15077365:0.09:7,946:29.08:9303232:0.07:88,935:28.89:13655509:0.08:40,934:29.25:12156794:0.08:137,979:29.49:14537556:0.09:104,1013:29.17:14117068:0.03:103,1004:29.79:24276137:0.08:2231,2433:0:0:0.09:1496
TWTR_112919C32,520:29.21:10558698:0.11:51,553:29.34:9668295:0.09:32,559:29.05:15077365:0.07:591,1026:29.08:9303232:0.05:21,1025:28.89:13655509:0.07:56,1076:29.25:12156794:0.05:132,1014:29.49:14537556:0.06:100,1086:29.17:14117068:0.03:127,1111:29.79:24276137:0.06:1539,1664:0:0:0.06:399
TWTR_112919C32.5,1769:29.21:10558698:0.09:39,1790:29.34:9668295:0.07:33,1821:29.05:15077365:0.05:804,1391:29.08:9303232:0.04:126,1316:28.89:13655509:0.05:125,1221:29.25:12156794:0.03:11,1228:29.49:14537556:0.04:401,1362:29.17:14117068:0.02:54,1373:29.79:24276137:0.03:2066,U:0:0:U:U
TWTR_112919C33,601:29.21:10558698:0.06:3,598:29.34:9668295:0.06:6,598:29.05:15077365:0.03:160,505:29.08:9303232:0.02:20,493:28.89:13655509:0.02:0,493:29.25:12156794:0.03:14,492:29.49:14537556:0.04:53,525:29.17:14117068:0.02:0,525:29.79:24276137:0.03:961,893:0:0:0.04:931
TWTR_112919C33.5,259:29.21:10558698:0.06:0,259:29.34:9668295:0.03:58,317:29.05:15077365:0.03:1,317:29.08:9303232:0.03:0,317:28.89:13655509:0.02:101,417:29.25:12156794:0.02:1,416:29.49:14537556:0.02:0,416:29.17:14117068:0.01:5,411:29.79:24276137:0.02:1018,U:0:0:U:U
TWTR_112919C34,908:29.21:10558698:0.06:14,911:29.34:9668295:0.03:19,912:29.05:15077365:0.03:6,918:29.08:9303232:0.02:23,928:28.89:13655509:0.03:15,927:29.25:12156794:0.03:0,927:29.49:14537556:0.05:23,950:29.17:14117068:0.05:0,950:29.79:24276137:0.03:178,1027:0:0:0.02:79
TWTR_120619C22,75:29.21:10558698:7.9:0,75:29.34:9668295:7.9:0,75:29.05:15077365:7.9:0,75:29.08:9303232:7.9:0,75:28.89:13655509:7.9:0,75:29.25:12156794:7.9:0,75:29.49:14537556:7.9:0,75:29.17:14117068:7.9:0,75:29.79:24276137:7.9:0,75:0:0:7.9:0
TWTR_120619C23,0:29.21:10558698:0.0:0,0:29.34:9668295:0.0:0,0:29.05:15077365:0.0:0,0:29.08:9303232:0.0:0,0:28.89:13655509:0.0:0,0:29.25:12156794:0.0:0,0:29.49:14537556:0.0:0,0:29.17:14117068:0.0:0,0:29.79:24276137:7.4:38,U:0:0:U:U
TWTR_120619C24,162:29.21:10558698:5.54:0,162:29.34:9668295:5.54:0,162:29.05:15077365:5.54:0,162:29.08:9303232:5.54:0,162:28.89:13655509:4.9:201,362:29.25:12156794:5.1:1,362:29.49:14537556:5.1:0,362:29.17:14117068:4.98:1,363:29.79:24276137:6.35:2,361:0:0:6.35:0
TWTR_120619C25,79:29.21:10558698:5.05:0,79:29.34:9668295:5.05:0,79:29.05:15077365:5.05:0,79:29.08:9303232:5.05:0,79:28.89:13655509:5.05:0,79:29.25:12156794:5.05:0,79:29.49:14537556:5.05:0,92:29.17:14117068:4.4:0,92:29.79:24276137:4.4:0,92:0:0:5.0:4
TWTR_120619C26,64:29.21:10558698:3.55:0,64:29.34:9668295:3.55:0,64:29.05:15077365:3.55:0,64:29.08:9303232:3.55:0,64:28.89:13655509:3.55:0,64:29.25:12156794:3.55:0,64:29.49:14537556:3.55:0,64:29.17:14117068:3.04:1,65:29.79:24276137:3.82:3,64:0:0:3.9:49
TWTR_120619C27,0:29.21:10558698:2.46:1,1:29.34:9668295:2.46:0,1:29.05:15077365:2.59:1,1:29.08:9303232:2.59:0,1:28.89:13655509:2.04:1,2:29.25:12156794:2.4:1,3:29.49:14537556:2.44:19,24:29.17:14117068:2.39:1,23:29.79:24276137:3.45:2,23:0:0:2.85:5
TWTR_120619C27.5,7466:29.21:10558698:2.11:7,7470:29.34:9668295:1.97:3,7467:29.05:15077365:1.83:3,7464:29.08:9303232:1.83:0,7464:28.89:13655509:1.76:11,7465:29.25:12156794:1.95:22,7485:29.49:14537556:2.26:1,7475:29.17:14117068:1.9:2,7474:29.79:24276137:2.79:19,7461:0:0:2.54:1
TWTR_120619C28,83:29.21:10558698:1.76:1,83:29.34:9668295:1.6:1,84:29.05:15077365:1.47:8,87:29.08:9303232:1.47:0,87:28.89:13655509:1.3:49,125:29.25:12156794:1.55:96,131:29.49:14537556:1.6:2,143:29.17:14117068:1.39:85,210:29.79:24276137:2.23:8,210:0:0:1.86:8
TWTR_120619C28.5,162:29.21:10558698:1.32:29,141:29.34:9668295:1.32:0,141:29.05:15077365:1.15:2,141:29.08:9303232:1.16:2,140:28.89:13655509:1.08:4,143:29.25:12156794:1.21:56,148:29.49:14537556:1.45:131,166:29.17:14117068:1.0:108,253:29.79:24276137:1.7:127,U:0:0:U:U
TWTR_120619C29,189:29.21:10558698:1.09:30,184:29.34:9668295:1.06:344,475:29.05:15077365:0.88:27,482:29.08:9303232:0.85:32,512:28.89:13655509:0.73:231,657:29.25:12156794:0.88:501,827:29.49:14537556:1.0:321,1172:29.17:14117068:0.76:308,1353:29.79:24276137:1.21:527,1293:0:0:1.38:198
TWTR_120619C29.5,128:29.21:10558698:0.83:258,306:29.34:9668295:0.79:98,347:29.05:15077365:0.67:123,394:29.08:9303232:0.63:260,480:28.89:13655509:0.52:162,560:29.25:12156794:0.64:255,597:29.49:14537556:0.72:253,760:29.17:14117068:0.55:857,1458:29.79:24276137:1.01:812,1271:0:0:1.05:304
TWTR_120619C30,1580:29.21:10558698:0.65:106,1556:29.34:9668295:0.6:110,1562:29.05:15077365:0.49:330,1760:29.08:9303232:0.45:486,1919:28.89:13655509:0.38:577,2249:29.25:12156794:0.43:235,2232:29.49:14537556:0.51:1370,2708:29.17:14117068:0.4:1295,3795:29.79:24276137:0.64:6594,3006:0:0:0.7:1316
TWTR_120619C30.5,260:29.21:10558698:0.48:30,271:29.34:9668295:0.43:29,299:29.05:15077365:0.38:69,308:29.08:9303232:0.3:16,316:28.89:13655509:0.29:494,641:29.25:12156794:0.32:91,668:29.49:14537556:0.36:561,915:29.17:14117068:0.25:143,964:29.79:24276137:0.47:251,1003:0:0:0.5:301
TWTR_120619C31,395:29.21:10558698:0.35:98,425:29.34:9668295:0.34:70,460:29.05:15077365:0.24:84,478:29.08:9303232:0.2:65,449:28.89:13655509:0.21:63,457:29.25:12156794:0.21:88,510:29.49:14537556:0.25:834,1113:29.17:14117068:0.16:44,1113:29.79:24276137:0.32:826,1243:0:0:0.34:547
TWTR_120619C31.5,487:29.21:10558698:0.26:9,484:29.34:9668295:0.25:17,493:29.05:15077365:0.17:161,644:29.08:9303232:0.15:3,645:28.89:13655509:0.12:53,645:29.25:12156794:0.14:22,666:29.49:14537556:0.21:574,868:29.17:14117068:0.12:32,895:29.79:24276137:0.22:532,981:0:0:0.23:1253
TWTR_120619C32,402:29.21:10558698:0.19:54,451:29.34:9668295:0.18:62,494:29.05:15077365:0.12:20,498:29.08:9303232:0.11:12,489:28.89:13655509:0.09:11,485:29.25:12156794:0.09:57,525:29.49:14537556:0.15:1473,1236:29.17:14117068:0.08:48,1247:29.79:24276137:0.16:1020,U:0:0:U:U
TWTR_120619C32.5,318:29.21:10558698:0.18:12,324:29.34:9668295:0.11:58,382:29.05:15077365:0.12:1,383:29.08:9303232:0.09:2,383:28.89:13655509:0.07:40,367:29.25:12156794:0.06:1,367:29.49:14537556:0.1:75,347:29.17:14117068:0.06:1011,1308:29.79:24276137:0.16:68,1352:0:0:0.11:193
TWTR_120619C33,913:29.21:10558698:0.11:28,934:29.34:9668295:0.08:14,948:29.05:15077365:0.08:18,966:29.08:9303232:0.05:97,1049:28.89:13655509:0.05:10,1051:29.25:12156794:0.04:33,1081:29.49:14537556:0.07:50,1088:29.17:14117068:0.05:1,1089:29.79:24276137:0.09:668,1718:0:0:0.09:218
TWTR_120619C33.5,100:29.21:10558698:0.1:3,103:29.34:9668295:0.06:10,93:29.05:15077365:0.06:1,92:29.08:9303232:0.06:0,92:28.89:13655509:0.06:0,92:29.25:12156794:0.04:29,112:29.49:14537556:0.04:0,168:29.17:14117068:0.03:0,168:29.79:24276137:0.1:206,318:0:0:0.07:75
TWTR_120619C34,535:29.21:10558698:0.07:5,534:29.34:9668295:0.06:15,539:29.05:15077365:0.04:2,541:29.08:9303232:0.04:0,541:28.89:13655509:0.02:5,541:29.25:12156794:0.02:32,531:29.49:14537556:0.03:34,507:29.17:14117068:0.03:0,507:29.79:24276137:0.06:67,U:0:0:U:U
TWTR_121319C24.5,30:29.21:10558698:5.15:0,30:29.34:9668295:5.15:0,30:29.05:15077365:5.15:0,30:29.08:9303232:5.15:0,30:28.89:13655509:5.15:0,30:29.25:12156794:5.15:0,30:29.49:14537556:5.15:0,30:29.17:14117068:5.15:0,30:29.79:24276137:5.15:0,30:0:0:5.15:0
TWTR_121319C25,1:29.21:10558698:4.4:39,38:29.34:9668295:4.4:0,38:29.05:15077365:4.4:0,38:29.08:9303232:4.4:0,38:28.89:13655509:4.4:0,38:29.25:12156794:4.4:0,38:29.49:14537556:4.4:0,38:29.17:14117068:4.4:0,38:29.79:24276137:4.4:0,38:0:0:4.4:0
TWTR_121319C25.5,0:29.21:10558698:0.0:0,0:29.34:9668295:0.0:0,0:29.05:15077365:0.0:0,0:29.08:9303232:0.0:0,0:28.89:13655509:0.0:0,0:29.25:12156794:0.0:0,0:29.49:14537556:0.0:0,0:29.17:14117068:0.0:0,0:29.79:24276137:0.0:0,0:0:0:0.0:0
TWTR_121319C26,33:29.21:10558698:3.25:0,33:29.34:9668295:3.25:0,33:29.05:15077365:3.3:24,57:29.08:9303232:3.3:0,57:28.89:13655509:3.4:1,57:29.25:12156794:3.4:0,57:29.49:14537556:3.4:0,57:29.17:14117068:3.4:0,57:29.79:24276137:3.4:0,57:0:0:3.4:0
TWTR_121319C26.5,0:29.21:10558698:0.0:0,0:29.34:9668295:0.0:0,0:29.05:15077365:0.0:0,0:29.08:9303232:0.0:0,0:28.89:13655509:0.0:0,0:29.25:12156794:3.0:2,0:29.49:14537556:3.0:0,0:29.17:14117068:3.0:0,0:29.79:24276137:3.65:1,1:0:0:3.65:0
TWTR_121319C27,0:29.21:10558698:0.0:0,0:29.34:9668295:0.0:0,0:29.05:15077365:0.0:0,0:29.08:9303232:2.29:3,3:28.89:13655509:2.29:0,3:29.25:12156794:2.54:3,6:29.49:14537556:2.54:0,6:29.17:14117068:2.54:0,6:29.79:24276137:2.95:4,6:0:0:3.2:7
TWTR_121319C27.5,2:29.21:10558698:2.35:0,2:29.34:9668295:2.35:0,2:29.05:15077365:2.35:0,2:29.08:9303232:2.35:0,2:28.89:13655509:2.35:0,2:29.25:12156794:2.35:0,2:29.49:14537556:2.35:0,2:29.17:14117068:2.04:21,23:29.79:24276137:2.74:2,U:0:0:U:U
TWTR_121319C28,52:29.21:10558698:1.87:1,52:29.34:9668295:1.87:0,52:29.05:15077365:1.87:0,52:29.08:9303232:1.87:0,52:28.89:13655509:1.87:0,52:29.25:12156794:1.65:3,53:29.49:14537556:1.65:0,53:29.17:14117068:1.5:10,63:29.79:24276137:2.57:2,63:0:0:2.17:16
TWTR_121319C28.5,57:29.21:10558698:1.59:1,57:29.34:9668295:1.48:1,58:29.05:15077365:1.4:1,59:29.08:9303232:1.27:1,60:28.89:13655509:1.15:11,57:29.25:12156794:1.38:5,55:29.49:14537556:1.64:4,56:29.17:14117068:1.12:52,98:29.79:24276137:1.98:48,63:0:0:1.86:4
TWTR_121319C29,63:29.21:10558698:1.2:10,70:29.34:9668295:1.18:3,72:29.05:15077365:1.05:18,83:29.08:9303232:1.0:7,90:28.89:13655509:0.89:20,109:29.25:12156794:1.05:48,148:29.49:14537556:1.21:39,185:29.17:14117068:0.87:70,226:29.79:24276137:1.36:75,243:0:0:1.52:109
TWTR_121319C29.5,45:29.21:10558698:0.98:13,51:29.34:9668295:0.95:10,58:29.05:15077365:0.8:59,57:29.08:9303232:0.76:93,144:28.89:13655509:0.67:22,155:29.25:12156794:0.79:83,181:29.49:14537556:0.9:113,304:29.17:14117068:0.68:89,269:29.79:24276137:1.11:3440,U:0:0:U:U
TWTR_121319C30,759:29.21:10558698:0.82:12,770:29.34:9668295:0.77:21,776:29.05:15077365:0.61:10,782:29.08:9303232:0.55:108,776:28.89:13655509:0.53:287,671:29.25:12156794:0.59:71,690:29.49:14537556:0.64:431,924:29.17:14117068:0.54:235,901:29.79:24276137:0.86:710,U:0:0:U:U
TWTR_121319C30.5,518:29.21:10558698:0.64:0,518:29.34:9668295:0.55:31,543:29.05:15077365:0.51:48,557:29.08:9303232:0.46:5,557:28.89:13655509:0.38:79,567:29.25:12156794:0.47:6,565:29.49:14537556:0.55:103,649:29.17:14117068:0.37:70,623:29.79:24276137:0.64:408,741:0:0:0.67:162
TWTR_121319C31,89:29.21:10558698:0.5:11,100:29.34:9668295:0.41:118,95:29.05:15077365:0.39:3,96:29.08:9303232:0.33:9,91:28.89:13655509:0.28:290,345:29.25:12156794:0.32:66,390:29.49:14537556:0.35:149,428:29.17:14117068:0.25:288,656:29.79:24276137:0.48:513,843:0:0:0.52:505
TWTR_121319C31.5,16:29.21:10558698:0.33:0,16:29.34:9668295:0.32:36,46:29.05:15077365:0.32:0,46:29.08:9303232:0.32:0,46:28.89:13655509:0.2:25,61:29.25:12156794:0.23:37,95:29.49:14537556:0.29:324,295:29.17:14117068:0.23:1,295:29.79:24276137:0.44:369,545:0:0:0.37:2024
TWTR_121319C32,152:29.21:10558698:0.3:10,162:29.34:9668295:0.25:20,174:29.05:15077365:0.22:29,197:29.08:9303232:0.15:36,208:28.89:13655509:0.13:49,192:29.25:12156794:0.17:2,194:29.49:14537556:0.23:115,267:29.17:14117068:0.15:283,429:29.79:24276137:0.32:437,728:0:0:0.31:535
TWTR_121319C32.5,23:29.21:10558698:0.2:40,60:29.34:9668295:0.21:10,70:29.05:15077365:0.21:0,70:29.08:9303232:0.14:21,70:28.89:13655509:0.14:0,70:29.25:12156794:0.12:43,46:29.49:14537556:0.17:12,45:29.17:14117068:0.14:0,45:29.79:24276137:0.2:706,523:0:0:0.21:27
TWTR_121319C33,98:29.21:10558698:0.17:10,108:29.34:9668295:0.14:3,108:29.05:15077365:0.13:1,109:29.08:9303232:0.1:5,114:28.89:13655509:0.08:16,128:29.25:12156794:0.09:285,242:29.49:14537556:0.13:9,242:29.17:14117068:0.11:0,242:29.79:24276137:0.18:232,332:0:0:0.17:30
TWTR_121319C33.5,31:29.21:10558698:0.19:0,31:29.34:9668295:0.19:0,31:29.05:15077365:0.19:0,31:29.08:9303232:0.19:0,31:28.89:13655509:0.19:0,31:29.25:12156794:0.19:0,31:29.49:14537556:0.19:0,31:29.17:14117068:0.06:120,119:29.79:24276137:0.2:27,146:0:0:0.13:4
TWTR_121319C34,310:29.21:10558698:0.2:0,310:29.34:9668295:0.2:0,310:29.05:15077365:0.2:0,310:29.08:9303232:0.08:1,310:28.89:13655509:0.08:0,310:29.25:12156794:0.08:0,310:29.49:14537556:0.08:0,310:29.17:14117068:0.08:0,310:29.79:24276137:0.12:498,800:0:0:0.09:14
TWTR_122019C20,22:29.21:10558698:9.48:0,22:29.34:9668295:9.48:0,22:29.05:15077365:9.05:10,31:29.08:9303232:9.05:0,31:28.89:13655509:9.05:0,31:29.25:12156794:9.05:0,31:29.49:14537556:9.05:0,31:29.17:14117068:9.05:0,31:29.79:24276137:9.05:0,31:0:0:9.05:0
TWTR_122019C21,58:29.21:10558698:7.85:0,58:29.34:9668295:8.08:1,58:29.05:15077365:8.08:0,58:29.08:9303232:8.08:0,58:28.89:13655509:8.08:0,58:29.25:12156794:8.08:0,58:29.49:14537556:8.08:0,58:29.17:14117068:8.08:0,58:29.79:24276137:8.08:0,58:0:0:8.08:0
