Symbol,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
GLD_112919C133,31:137.06:7038053:5.4:0,32:137.43:6431697:5.4:0,32:137.98:8779770:5.4:0,32:138.56:5194061:5.4:0,32:138.21:9545221:5.2:5,34:138.62:5722188:5.2:0,34:138.76:4963627:5.6:60,64:138.0:4196689:5.6:0,[64:137.74:3620276:5.6:0
GLD_112919C133.5,100:137.06:7038053:3.8:9,106:137.43:6431697:3.8:0,106:137.98:8779770:3.8:0,106:138.56:5194061:3.8:0,106:138.21:9545221:4.75:1,105:138.62:5722188:4.75:0,105:138.76:4963627:4.75:0,105:138.0:4196689:4.75:0,[105:137.74:3620276:4.75:0
GLD_112919C134,61:137.06:7038053:3.4:10,72:137.43:6431697:3.55:14,83:137.98:8779770:4.1:2,85:138.56:5194061:4.1:0,85:138.21:9545221:4.4:1,86:138.62:5722188:4.7:1,115:138.76:4963627:4.85:0,115:138.0:4196689:4.85:0,[115:137.74:3620276:3.98:138
GLD_112919C135,167:137.06:7038053:2.78:165,330:137.43:6431697:2.57:30,333:137.98:8779770:2.57:0,333:138.56:5194061:4.03:9,331:138.21:9545221:3.4:124,401:138.62:5722188:3.4:0,394:138.76:4963627:3.5:16,388:138.0:4196689:3.45:110,[388:137.74:3620276:3.26:3
GLD_112919C135.5,20:137.06:7038053:2.4:26,166:137.43:6431697:2.55:37,155:137.98:8779770:2.72:107,261:138.56:5194061:2.72:0,261:138.21:9545221:2.9:16,276:138.62:5722188:3.3:3,278:138.76:4963627:3.07:2,279:138.0:4196689:2.6:11,[279:137.74:3620276:2.47:2
GLD_112919C136,379:137.06:7038053:2.1:389,993:137.43:6431697:1.76:44,1004:137.98:8779770:2.45:13,1013:138.56:5194061:2.95:73,999:138.21:9545221:2.45:14,1013:138.62:5722188:2.92:17,1013:138.76:4963627:2.79:17,1018:138.0:4196689:2.21:20,[1018:137.74:3620276:2.0:91
GLD_112919C136.5,594:137.06:7038053:1.77:877,1431:137.43:6431697:1.86:614,1645:137.98:8779770:2.07:24,1653:138.56:5194061:2.75:96,1663:138.21:9545221:2.13:76,1674:138.62:5722188:2.47:544,1518:138.76:4963627:2.09:1,1517:138.0:4196689:1.76:141,[1445:137.74:3620276:1.57:205
GLD_112919C137,305:137.06:7038053:1.49:479,515:137.43:6431697:1.5:130,560:137.98:8779770:1.67:180,609:138.56:5194061:2.08:97,648:138.21:9545221:1.7:58,665:138.62:5722188:2.05:33,642:138.76:4963627:1.91:124,668:138.0:4196689:1.4:53,[674:137.74:3620276:1.14:157
GLD_112919C137.5,255:137.06:7038053:1.33:289,432:137.43:6431697:1.18:75,469:137.98:8779770:1.37:78,454:138.56:5194061:1.94:56,457:138.21:9545221:1.4:93,498:138.62:5722188:1.66:73,497:138.76:4963627:1.66:95,489:138.0:4196689:1.09:405,[549:137.74:3620276:0.81:497
GLD_112919C138,824:137.06:7038053:1.03:106,906:137.43:6431697:0.98:1224,1927:137.98:8779770:1.15:289,1926:138.56:5194061:1.43:201,1855:138.21:9545221:1.12:196,1837:138.62:5722188:1.31:250,1813:138.76:4963627:1.28:507,1805:138.0:4196689:0.79:578,[2049:137.74:3620276:0.56:825
GLD_112919C138.5,592:137.06:7038053:0.86:66,627:137.43:6431697:0.8:91,622:137.98:8779770:0.93:200,811:138.56:5194061:1.18:119,834:138.21:9545221:0.9:228,907:138.62:5722188:1.02:117,834:138.76:4963627:0.99:1166,1025:138.0:4196689:0.58:830,[1158:137.74:3620276:0.38:2101
GLD_112919C139,630:137.06:7038053:0.7:73,640:137.43:6431697:0.64:1979,2322:137.98:8779770:0.72:306,2319:138.56:5194061:0.94:288,2305:138.21:9545221:0.66:110,2314:138.62:5722188:0.79:1356,3268:138.76:4963627:0.75:1277,3718:138.0:4196689:0.41:1040,[3819:137.74:3620276:0.24:609
GLD_112919C139.5,217:137.06:7038053:0.58:43,275:137.43:6431697:0.49:160,246:137.98:8779770:0.58:63,255:138.56:5194061:0.84:38,271:138.21:9545221:0.53:500,692:138.62:5722188:0.57:1154,1301:138.76:4963627:0.55:605,1575:138.0:4196689:0.31:238,[1573:137.74:3620276:0.17:456
GLD_112919C140,942:137.06:7038053:0.49:90,964:137.43:6431697:0.41:600,724:137.98:8779770:0.47:1669,1810:138.56:5194061:0.62:1273,2792:138.21:9545221:0.4:382,2980:138.62:5722188:0.46:260,3081:138.76:4963627:0.43:952,3053:138.0:4196689:0.22:2604,[4757:137.74:3620276:0.11:1034
GLD_112919C140.5,485:137.06:7038053:0.42:68,464:137.43:6431697:0.32:167,382:137.98:8779770:0.43:36,388:138.56:5194061:0.55:18,406:138.21:9545221:0.3:64,452:138.62:5722188:0.34:1092,1410:138.76:4963627:0.34:143,1465:138.0:4196689:0.15:6215,[7293:137.74:3620276:0.08:357
GLD_112919C141,897:137.06:7038053:0.34:563,698:137.43:6431697:0.27:110,703:137.98:8779770:0.31:123,744:138.56:5194061:0.43:462,1118:138.21:9545221:0.24:34,1126:138.62:5722188:0.26:204,1275:138.76:4963627:0.24:55,1318:138.0:4196689:0.12:220,[1335:137.74:3620276:0.08:350
GLD_112919C141.5,1303:137.06:7038053:0.27:253,1492:137.43:6431697:0.17:24,1493:137.98:8779770:0.28:4,1492:138.56:5194061:0.35:237,1716:138.21:9545221:0.18:21,1720:138.62:5722188:0.21:19,2447:138.76:4963627:0.19:82,2483:138.0:4196689:0.08:27,[2490:137.74:3620276:0.07:17
GLD_112919C142,1205:137.06:7038053:0.22:68,1512:137.43:6431697:0.16:122,1602:137.98:8779770:0.21:63,1609:138.56:5194061:0.31:93,1582:138.21:9545221:0.15:46,1623:138.62:5722188:0.15:154,1738:138.76:4963627:0.14:45,1739:138.0:4196689:0.07:104,[1834:137.74:3620276:0.05:111
GLD_120619C130,0:137.06:7038053:7.6:3,3:137.43:6431697:7.3:10,13:137.98:8779770:7.3:0,13:138.56:5194061:7.3:0,13:138.21:9545221:7.3:0,13:138.62:5722188:7.3:0,13:138.76:4963627:7.3:0,13:138.0:4196689:7.3:0,13:137.74:3620276:7.3:0
GLD_120619C133,31:137.06:7038053:5.22:0,32:137.43:6431697:4.35:10,42:137.98:8779770:5.04:3,43:138.56:5194061:6.1:12,55:138.21:9545221:5.25:12,67:138.62:5722188:5.85:9,89:138.76:4963627:5.7:4,93:138.0:4196689:5.55:3,[96:137.74:3620276:5.55:0
GLD_120619C134,0:137.06:7038053:0.0:0,0:137.43:6431697:0.0:0,0:137.98:8779770:0.0:0,0:138.56:5194061:0.0:0,0:138.21:9545221:4.5:4,4:138.62:5722188:4.86:8,75:138.76:4963627:4.85:1,75:138.0:4196689:4.5:5,[80:137.74:3620276:4.5:0
GLD_120619C134.5,0:137.06:7038053:3.75:0,14:137.43:6431697:3.05:14,28:137.98:8779770:3.75:4,30:138.56:5194061:4.55:1,29:138.21:9545221:4.0:1,28:138.62:5722188:4.0:0,27:138.76:4963627:4.45:0,27:138.0:4196689:4.45:0,[27:137.74:3620276:3.55:4
GLD_120619C135,1:137.06:7038053:2.84:12,12:137.43:6431697:2.85:2,13:137.98:8779770:3.37:12,11:138.56:5194061:4.1:4,15:138.21:9545221:3.7:10,23:138.62:5722188:3.85:1,22:138.76:4963627:3.44:1,22:138.0:4196689:3.45:23,[37:137.74:3620276:3.15:4
GLD_120619C135.5,0:137.06:7038053:0.0:0,0:137.43:6431697:0.0:0,0:137.98:8779770:0.0:0,0:138.56:5194061:0.0:0,0:138.21:9545221:3.0:1,1:138.62:5722188:3.0:0,1:138.76:4963627:3.0:0,1:138.0:4196689:3.0:0,[1:137.74:3620276:2.94:1
GLD_120619C136,10:137.06:7038053:2.16:2,15:137.43:6431697:2.0:4,19:137.98:8779770:2.69:45,109:138.56:5194061:3.0:1,109:138.21:9545221:2.78:59,141:138.62:5722188:2.97:5,141:138.76:4963627:2.75:15,156:138.0:4196689:2.37:51,[179:137.74:3620276:2.3:147
GLD_120619C136.5,122:137.06:7038053:2.03:95,147:137.43:6431697:2.05:28,145:137.98:8779770:2.42:205,348:138.56:5194061:2.93:3,349:138.21:9545221:2.35:17,343:138.62:5722188:2.69:6,402:138.76:4963627:2.3:24,419:138.0:4196689:2.3:45,[419:137.74:3620276:1.87:12
GLD_120619C137,57:137.06:7038053:1.7:161,111:137.43:6431697:1.71:108,172:137.98:8779770:2.07:64,171:138.56:5194061:2.46:75,170:138.21:9545221:2.0:13,172:138.62:5722188:2.29:16,184:138.76:4963627:2.15:49,239:138.0:4196689:1.69:80,[298:137.74:3620276:1.57:76
GLD_120619C137.5,162:137.06:7038053:1.5:145,300:137.43:6431697:1.47:32,321:137.98:8779770:1.69:25,339:138.56:5194061:2.17:66,340:138.21:9545221:1.78:5,340:138.62:5722188:1.95:40,366:138.76:4963627:1.93:61,367:138.0:4196689:1.33:44,[387:137.74:3620276:1.22:322
GLD_120619C138,144:137.06:7038053:1.27:225,220:137.43:6431697:1.17:173,383:137.98:8779770:1.45:73,381:138.56:5194061:1.82:104,362:138.21:9545221:1.49:134,363:138.62:5722188:1.62:61,374:138.76:4963627:1.51:75,376:138.0:4196689:1.11:240,[434:137.74:3620276:0.94:381
GLD_120619C138.5,140:137.06:7038053:1.09:63,162:137.43:6431697:0.94:268,387:137.98:8779770:1.2:25,371:138.56:5194061:1.49:41,377:138.21:9545221:1.19:239,419:138.62:5722188:1.34:82,464:138.76:4963627:1.25:351,534:138.0:4196689:0.89:212,[491:137.74:3620276:0.74:146
GLD_120619C139,60:137.06:7038053:0.95:83,206:137.43:6431697:0.89:64,220:137.98:8779770:1.01:77,235:138.56:5194061:1.25:219,354:138.21:9545221:0.96:67,396:138.62:5722188:1.09:146,460:138.76:4963627:1.1:272,492:138.0:4196689:0.72:330,[498:137.74:3620276:0.58:261
GLD_120619C139.5,360:137.06:7038053:0.79:38,390:137.43:6431697:0.75:18,402:137.98:8779770:0.85:14,404:138.56:5194061:1.06:33,407:138.21:9545221:0.82:9,409:138.62:5722188:0.89:11,422:138.76:4963627:0.88:192,443:138.0:4196689:0.55:69,[477:137.74:3620276:0.45:238
GLD_120619C140,582:137.06:7038053:0.68:64,646:137.43:6431697:0.62:49,670:137.98:8779770:0.72:53,704:138.56:5194061:0.89:44,712:138.21:9545221:0.67:42,729:138.62:5722188:0.76:255,713:138.76:4963627:0.7:54,717:138.0:4196689:0.45:155,[731:137.74:3620276:0.36:275
GLD_120619C140.5,482:137.06:7038053:0.58:57,480:137.43:6431697:0.42:6,484:137.98:8779770:0.42:0,484:138.56:5194061:0.72:1,484:138.21:9545221:0.55:23,495:138.62:5722188:0.59:4,667:138.76:4963627:0.58:5,672:138.0:4196689:0.36:19,[669:137.74:3620276:0.26:6
GLD_120619C141,166:137.06:7038053:0.44:10,163:137.43:6431697:0.43:3,164:137.98:8779770:0.5:4,162:138.56:5194061:0.67:12,172:138.21:9545221:0.5:164,321:138.62:5722188:0.52:116,433:138.76:4963627:0.49:113,535:138.0:4196689:0.27:52,[550:137.74:3620276:0.21:67
GLD_120619C141.5,433:137.06:7038053:0.45:20,449:137.43:6431697:0.36:35,452:137.98:8779770:0.36:0,452:138.56:5194061:0.6:19,446:138.21:9545221:0.37:7,449:138.62:5722188:0.4:26,453:138.76:4963627:0.4:43,457:138.0:4196689:0.23:29,[455:137.74:3620276:0.18:10
GLD_120619C142,399:137.06:7038053:0.38:20,410:137.43:6431697:0.27:6,416:137.98:8779770:0.36:23,431:138.56:5194061:0.45:54,472:138.21:9545221:0.33:20,472:138.62:5722188:0.33:62,448:138.76:4963627:0.33:144,572:138.0:4196689:0.19:47,[572:137.74:3620276:0.13:23
GLD_120619C142.5,80:137.06:7038053:0.3:3,80:137.43:6431697:0.24:4,84:137.98:8779770:0.33:4,85:138.56:5194061:0.43:7,87:138.21:9545221:0.26:3,87:138.62:5722188:0.29:2,89:138.76:4963627:0.19:4,88:138.0:4196689:0.2:1,[88:137.74:3620276:0.12:22
GLD_121319C130,0:137.06:7038053:0.0:0,0:137.43:6431697:0.0:0,0:137.98:8779770:0.0:0,0:138.56:5194061:0.0:0,0:138.21:9545221:0.0:0,0:138.62:5722188:0.0:0,0:138.76:4963627:0.0:0,0:138.0:4196689:0.0:0,U:137.74:3620276:.1:U
GLD_121319C133,20:137.06:7038053:4.85:22,40:137.43:6431697:4.85:0,40:137.98:8779770:4.85:0,40:138.56:5194061:4.85:0,40:138.21:9545221:4.85:0,40:138.62:5722188:4.85:0,40:138.76:4963627:4.85:0,40:138.0:4196689:4.85:0,[40:137.74:3620276:4.85:0
GLD_121319C133.5,40:137.06:7038053:7.2:0,40:137.43:6431697:7.2:0,40:137.98:8779770:4.68:2,40:138.56:5194061:4.68:0,40:138.21:9545221:4.68:0,40:138.62:5722188:4.68:0,40:138.76:4963627:4.68:0,40:138.0:4196689:4.68:0,[40:137.74:3620276:4.68:0
GLD_121319C134,0:137.06:7038053:3.95:1,1:137.43:6431697:3.95:0,1:137.98:8779770:4.25:1,0:138.56:5194061:4.25:0,0:138.21:9545221:4.25:0,0:138.62:5722188:4.25:0,0:138.76:4963627:4.25:0,0:138.0:4196689:4.25:0,[0:137.74:3620276:4.25:0
GLD_121319C134.5,0:137.06:7038053:0.0:0,0:137.43:6431697:0.0:0,0:137.98:8779770:0.0:0,0:138.56:5194061:0.0:0,0:138.21:9545221:0.0:0,0:138.62:5722188:0.0:0,0:138.76:4963627:0.0:0,0:138.0:4196689:0.0:0,[0:137.74:3620276:0.0:0
GLD_121319C135,63:137.06:7038053:3.95:0,63:137.43:6431697:3.25:17,70:137.98:8779770:3.25:0,70:138.56:5194061:3.25:0,70:138.21:9545221:3.25:0,70:138.62:5722188:4.12:10,65:138.76:4963627:4.12:0,65:138.0:4196689:4.12:0,[65:137.74:3620276:3.3:2
GLD_121319C135.5,41:137.06:7038053:4.9:0,41:137.43:6431697:4.9:0,41:137.98:8779770:4.9:0,41:138.56:5194061:4.9:0,41:138.21:9545221:4.9:0,41:138.62:5722188:4.9:0,41:138.76:4963627:4.9:0,41:138.0:4196689:4.9:0,[41:137.74:3620276:2.92:26
GLD_121319C136,52:137.06:7038053:2.58:1,54:137.43:6431697:2.32:10,59:137.98:8779770:2.73:53,77:138.56:5194061:3.6:32,104:138.21:9545221:2.98:25,104:138.62:5722188:3.18:5,90:138.76:4963627:3.2:35,84:138.0:4196689:2.99:3,[84:137.74:3620276:2.5:18
GLD_121319C136.5,11:137.06:7038053:2.26:7,14:137.43:6431697:2.25:10,23:137.98:8779770:2.54:9,23:138.56:5194061:3.2:11,23:138.21:9545221:3.2:0,23:138.62:5722188:3.2:0,23:138.76:4963627:2.79:3,23:138.0:4196689:2.38:3,[23:137.74:3620276:2.14:5
GLD_121319C137,94:137.06:7038053:2.04:42,127:137.43:6431697:1.76:64,132:137.98:8779770:2.36:18,136:138.56:5194061:2.62:152,242:138.21:9545221:2.32:5,245:138.62:5722188:2.71:2,246:138.76:4963627:2.74:1,245:138.0:4196689:1.98:110,[248:137.74:3620276:1.84:9
GLD_121319C137.5,25:137.06:7038053:1.76:28,47:137.43:6431697:1.76:65,73:137.98:8779770:1.97:26,77:138.56:5194061:2.29:102,112:138.21:9545221:2.29:0,112:138.62:5722188:2.19:6,112:138.76:4963627:2.21:18,122:138.0:4196689:1.73:37,[118:137.74:3620276:1.73:0
GLD_121319C138,96:137.06:7038053:1.53:22,109:137.43:6431697:1.51:23,116:137.98:8779770:1.7:25,123:138.56:5194061:2.09:370,452:138.21:9545221:1.74:14,460:138.62:5722188:1.94:121,444:138.76:4963627:1.88:63,446:138.0:4196689:1.48:26,[448:137.74:3620276:1.33:27
GLD_121319C138.5,167:137.06:7038053:1.39:1,252:137.43:6431697:1.25:15,256:137.98:8779770:1.51:61,313:138.56:5194061:1.95:341,522:138.21:9545221:1.49:239,733:138.62:5722188:1.66:67,740:138.76:4963627:1.56:14,745:138.0:4196689:1.26:122,[864:137.74:3620276:1.16:74
GLD_121319C139,69:137.06:7038053:1.18:47,87:137.43:6431697:1.17:25,98:137.98:8779770:1.42:12,96:138.56:5194061:1.59:44,100:138.21:9545221:1.28:23,110:138.62:5722188:1.49:40,168:138.76:4963627:1.34:362,281:138.0:4196689:1.03:151,[353:137.74:3620276:0.94:146
GLD_121319C139.5,24:137.06:7038053:1.05:219,220:137.43:6431697:1.0:17,233:137.98:8779770:1.16:1,233:138.56:5194061:1.52:11,239:138.21:9545221:1.1:445,387:138.62:5722188:1.24:8,389:138.76:4963627:1.22:31,396:138.0:4196689:0.85:16,[410:137.74:3620276:0.79:42
GLD_121319C140,32:137.06:7038053:0.93:89,194:137.43:6431697:0.73:12,195:137.98:8779770:0.96:13,202:138.56:5194061:1.21:5,203:138.21:9545221:0.96:14,210:138.62:5722188:1.07:74,279:138.76:4963627:1.03:55,325:138.0:4196689:0.72:44,[362:137.74:3620276:0.64:95
GLD_121319C140.5,21:137.06:7038053:0.78:10,31:137.43:6431697:0.62:1,32:137.98:8779770:0.86:1,32:138.56:5194061:0.88:11,43:138.21:9545221:0.85:151,186:138.62:5722188:0.95:3,187:138.76:4963627:0.97:7,186:138.0:4196689:0.68:16,[186:137.74:3620276:0.54:12
GLD_121319C141,160:137.06:7038053:0.69:134,47:137.43:6431697:0.62:69,108:137.98:8779770:0.8:1,108:138.56:5194061:0.95:53,135:138.21:9545221:0.7:140,232:138.62:5722188:0.78:131,365:138.76:4963627:0.84:32,374:138.0:4196689:0.52:66,[423:137.74:3620276:0.47:43
GLD_121319C141.5,262:137.06:7038053:0.61:3,263:137.43:6431697:0.53:13,265:137.98:8779770:0.7:4,267:138.56:5194061:0.85:2,267:138.21:9545221:0.64:119,232:138.62:5722188:0.75:200,175:138.76:4963627:0.72:56,193:138.0:4196689:0.47:6,[195:137.74:3620276:0.37:27
GLD_121319C142,217:137.06:7038053:0.54:4,218:137.43:6431697:0.44:10,226:137.98:8779770:0.56:5,231:138.56:5194061:0.69:19,235:138.21:9545221:0.52:322,156:138.62:5722188:0.58:27,207:138.76:4963627:0.48:1,208:138.0:4196689:0.38:13,[219:137.74:3620276:0.32:18
GLD_122019C128,1057:137.06:7038053:9.56:1,1057:137.43:6431697:9.56:0,1057:137.98:8779770:9.56:0,1057:138.56:5194061:9.56:0,1057:138.21:9545221:9.56:0,1057:138.62:5722188:9.56:0,1057:138.76:4963627:9.56:0,1057:138.0:4196689:10.15:15,U:137.74:3620276:U:U
GLD_122019C129,1263:137.06:7038053:8.25:5,1275:137.43:6431697:8.3:10,1275:137.98:8779770:8.3:0,1275:138.56:5194061:8.3:0,1275:138.21:9545221:8.3:0,1275:138.62:5722188:8.3:0,1275:138.76:4963627:8.3:0,1275:138.0:4196689:9.2:10,1275:137.74:3620276:9.2:0
GLD_122019C130,4696:137.06:7038053:8.12:1,4675:137.43:6431697:7.85:18,4668:137.98:8779770:8.05:1,4667:138.56:5194061:9.01:12,4666:138.21:9545221:8.55:26,4663:138.62:5722188:8.89:5,4660:138.76:4963627:8.85:0,4660:138.0:4196689:8.25:10,U:137.74:3620276:U:U
GLD_122019C131,1399:137.06:7038053:6.65:21,1409:137.43:6431697:6.43:1,1408:137.98:8779770:6.43:0,1408:138.56:5194061:6.43:0,1408:138.21:9545221:7.55:24,1418:138.62:5722188:7.55:0,1411:138.76:4963627:7.45:20,1411:138.0:4196689:7.25:9,1406:137.74:3620276:7.35:3
GLD_122019C132,5467:137.06:7038053:6.05:17,5457:137.43:6431697:6.06:12,5454:137.98:8779770:6.06:0,5454:138.56:5194061:6.06:0,5454:138.21:9545221:6.6:3,5454:138.62:5722188:7.0:7,5456:138.76:4963627:7.25:0,5456:138.0:4196689:6.45:7,5456:137.74:3620276:6.45:0
GLD_122019C133,2151:137.06:7038053:4.95:17,2139:137.43:6431697:5.12:11,2130:137.98:8779770:5.6:6,2130:138.56:5194061:6.05:26,2130:138.21:9545221:5.75:43,2111:138.62:5722188:6.1:5,2107:138.76:4963627:5.8:1,2107:138.0:4196689:5.8:0,[2107:137.74:3620276:5.18:2
GLD_122019C134,2996:137.06:7038053:4.15:186,3121:137.43:6431697:4.25:208,3091:137.98:8779770:4.45:1,3091:138.56:5194061:5.26:45,3103:138.21:9545221:4.75:21,3101:138.62:5722188:4.75:0,3100:138.76:4963627:5.15:1,3100:138.0:4196689:4.45:3,[3100:137.74:3620276:4.32:1
GLD_122019C135,4190:137.06:7038053:3.47:244,4059:137.43:6431697:3.45:336,4184:137.98:8779770:3.75:24,4195:138.56:5194061:4.29:86,4249:138.21:9545221:3.87:67,4255:138.62:5722188:4.27:40,4279:138.76:4963627:4.1:69,4308:138.0:4196689:3.6:5032,[9309:137.74:3620276:3.45:14
