Symbol,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
GLD_112219P138.5,1835:137.06:7038053:1.91:185,1868:137.43:6431697:1.67:86,1864:137.98:8779770:1.25:188,1701:138.56:5194061:0.84:419,1778:138.21:9545221:0.84:1599,2914:138.62:5722188:0.53:2020,4015:138.76:4963627:0.36:926,3893:138.0:4196689:0.63:681,[3782:137.74:3620276:0.71:2346
GLD_112219P139,2498:137.06:7038053:2.17:212,2581:137.43:6431697:1.92:199,2625:137.98:8779770:1.53:410,2556:138.56:5194061:1.09:366,2478:138.21:9545221:1.17:350,2576:138.62:5722188:0.8:280,2475:138.76:4963627:0.63:234,2517:138.0:4196689:1.09:339,[2470:137.74:3620276:1.2:529
GLD_112219P139.5,2118:137.06:7038053:2.65:67,2141:137.43:6431697:2.45:36,2170:137.98:8779770:1.96:92,2260:138.56:5194061:1.41:306,2206:138.21:9545221:1.5:307,2200:138.62:5722188:1.11:102,2213:138.76:4963627:0.95:129,2201:138.0:4196689:1.56:125,[2173:137.74:3620276:1.73:81
GLD_112219P140,935:137.06:7038053:2.98:57,921:137.43:6431697:2.85:52,906:137.98:8779770:2.37:23,916:138.56:5194061:1.81:183,949:138.21:9545221:1.94:144,1018:138.62:5722188:1.54:145,1054:138.76:4963627:1.34:171,1056:138.0:4196689:2.0:83,[1040:137.74:3620276:2.22:214
GLD_112219P140.5,1030:137.06:7038053:3.45:18,1025:137.43:6431697:4.05:11,1026:137.98:8779770:2.81:29,1002:138.56:5194061:2.22:51,1002:138.21:9545221:2.41:34,1033:138.62:5722188:1.94:18,1032:138.76:4963627:1.78:62,1027:138.0:4196689:2.57:30,[1019:137.74:3620276:2.71:45
GLD_112219P141,1080:137.06:7038053:4.14:21,1060:137.43:6431697:3.65:25,1041:137.98:8779770:3.16:11,1044:138.56:5194061:2.47:6,1045:138.21:9545221:2.87:52,1042:138.62:5722188:2.27:13,1055:138.76:4963627:2.24:51,1055:138.0:4196689:3.02:10,[694:137.74:3620276:3.22:28
GLD_112219P141.5,405:137.06:7038053:4.65:48,398:137.43:6431697:4.24:13,394:137.98:8779770:3.85:1,393:138.56:5194061:2.88:1,393:138.21:9545221:3.25:184,414:138.62:5722188:2.87:9,412:138.76:4963627:2.73:6,406:138.0:4196689:3.5:11,[98:137.74:3620276:3.71:11
GLD_112219P142,1098:137.06:7038053:4.86:11,1126:137.43:6431697:5.25:16,1120:137.98:8779770:3.9:61,1131:138.56:5194061:3.5:20,1128:138.21:9545221:3.8:210,954:138.62:5722188:3.36:59,903:138.76:4963627:3.4:23,901:138.0:4196689:4.17:11,[440:137.74:3620276:4.25:222
GLD_112919P131,695:137.06:7038053:0.13:17,707:137.43:6431697:0.11:173,603:137.98:8779770:0.05:38,600:138.56:5194061:0.03:73,600:138.21:9545221:0.02:130,470:138.62:5722188:0.01:8,464:138.76:4963627:0.02:1,466:138.0:4196689:0.01:3,463:137.74:3620276:0.02:6
GLD_112919P132,443:137.06:7038053:0.18:9,451:137.43:6431697:0.14:9,454:137.98:8779770:0.07:10,453:138.56:5194061:0.06:10,455:138.21:9545221:0.06:0,455:138.62:5722188:0.03:59,516:138.76:4963627:0.02:3,516:138.0:4196689:0.02:321,745:137.74:3620276:0.01:6
GLD_112919P133,246:137.06:7038053:0.26:70,380:137.43:6431697:0.22:16,389:137.98:8779770:0.1:5,390:138.56:5194061:0.07:13,389:138.21:9545221:0.05:108,398:138.62:5722188:0.04:8,389:138.76:4963627:0.02:26,404:138.0:4196689:0.04:12,[406:137.74:3620276:0.03:6
GLD_112919P133.5,20819:137.06:7038053:0.29:83,20836:137.43:6431697:0.2:5,20836:137.98:8779770:0.12:125,20924:138.56:5194061:0.08:8,20931:138.21:9545221:0.07:10,20928:138.62:5722188:0.04:10,20933:138.76:4963627:0.04:0,20933:138.0:4196689:0.04:1,[20933:137.74:3620276:0.04:818
GLD_112919P134,284:137.06:7038053:0.37:99,311:137.43:6431697:0.26:215,441:137.98:8779770:0.15:53,501:138.56:5194061:0.08:14,497:138.21:9545221:0.07:57,540:138.62:5722188:0.06:144,648:138.76:4963627:0.04:41,650:138.0:4196689:0.04:12,[658:137.74:3620276:0.05:81
GLD_112919P135,2033:137.06:7038053:0.57:730,2203:137.43:6431697:0.39:1517,1917:137.98:8779770:0.24:102,1997:138.56:5194061:0.15:1118,1488:138.21:9545221:0.13:1515,2746:138.62:5722188:0.09:563,2037:138.76:4963627:0.06:510,2544:138.0:4196689:0.09:400,[2557:137.74:3620276:0.07:77
GLD_112919P135.5,1192:137.06:7038053:0.65:117,1293:137.43:6431697:0.49:876,2052:137.98:8779770:0.27:101,2151:138.56:5194061:0.2:1003,1169:138.21:9545221:0.17:98,1231:138.62:5722188:0.13:106,1271:138.76:4963627:0.07:31,1272:138.0:4196689:0.12:581,[1607:137.74:3620276:0.09:103
GLD_112919P136,7993:137.06:7038053:0.8:6054,13592:137.43:6431697:0.64:2385,13891:137.98:8779770:0.41:99,13902:138.56:5194061:0.26:1000,12924:138.21:9545221:0.25:367,12899:138.62:5722188:0.15:149,12989:138.76:4963627:0.12:55,13018:138.0:4196689:0.2:76,[13040:137.74:3620276:0.14:1171
GLD_112919P136.5,208:137.06:7038053:1.03:47,238:137.43:6431697:0.77:148,319:137.98:8779770:0.52:1749,1849:138.56:5194061:0.34:1038,2136:138.21:9545221:0.33:24,2130:138.62:5722188:0.22:689,2683:138.76:4963627:0.14:100,2744:138.0:4196689:0.25:838,[3287:137.74:3620276:0.23:11742
GLD_112919P137,758:137.06:7038053:1.14:331,692:137.43:6431697:0.97:221,797:137.98:8779770:0.7:122,849:138.56:5194061:0.48:749,1368:138.21:9545221:0.46:84,1354:138.62:5722188:0.31:79,1371:138.76:4963627:0.23:180,1503:138.0:4196689:0.36:853,[1714:137.74:3620276:0.33:2170
GLD_112919P137.5,304:137.06:7038053:1.41:255,422:137.43:6431697:1.23:135,441:137.98:8779770:0.86:1062,1375:138.56:5194061:0.61:2290,3186:138.21:9545221:0.62:174,3213:138.62:5722188:0.45:42,3234:138.76:4963627:0.33:394,3239:138.0:4196689:0.5:376,[3267:137.74:3620276:0.5:303
GLD_112919P138,2768:137.06:7038053:1.82:3190,2192:137.43:6431697:1.48:353,2234:137.98:8779770:1.1:166,2237:138.56:5194061:0.7:126,2233:138.21:9545221:0.8:698,2421:138.62:5722188:0.6:77,2470:138.76:4963627:0.48:803,2259:138.0:4196689:0.73:689,[2314:137.74:3620276:0.73:1055
GLD_112919P138.5,595:137.06:7038053:2.05:163,667:137.43:6431697:2.16:80,656:137.98:8779770:1.37:25,638:138.56:5194061:1.05:60,633:138.21:9545221:1.1:45,623:138.62:5722188:0.77:1358,1412:138.76:4963627:0.7:1022,2080:138.0:4196689:1.05:1079,[2334:137.74:3620276:1.03:1335
GLD_112919P139,715:137.06:7038053:2.47:92,721:137.43:6431697:2.54:88,723:137.98:8779770:1.74:119,805:138.56:5194061:1.34:49,841:138.21:9545221:1.39:43,847:138.62:5722188:1.04:126,782:138.76:4963627:0.94:219,755:138.0:4196689:1.35:232,[691:137.74:3620276:1.41:173
GLD_112919P139.5,1194:137.06:7038053:2.8:97,1136:137.43:6431697:2.51:101,1091:137.98:8779770:2.0:79,1169:138.56:5194061:1.59:147,1307:138.21:9545221:1.84:10,1317:138.62:5722188:1.41:23,1340:138.76:4963627:1.3:50,1339:138.0:4196689:1.79:39,[1340:137.74:3620276:1.87:622
GLD_112919P140,1300:137.06:7038053:3.1:30,1456:137.43:6431697:2.9:10,1454:137.98:8779770:2.43:395,1451:138.56:5194061:1.89:28,1452:138.21:9545221:2.13:89,1479:138.62:5722188:1.73:17,1470:138.76:4963627:1.63:174,1500:138.0:4196689:2.14:114,[1504:137.74:3620276:2.29:105
GLD_112919P140.5,1079:137.06:7038053:3.65:1,1379:137.43:6431697:3.26:6,1378:137.98:8779770:2.94:64,1392:138.56:5194061:2.3:31,1392:138.21:9545221:2.3:0,1392:138.62:5722188:2.12:3,1438:138.76:4963627:2.01:341,1291:138.0:4196689:2.66:101,[1297:137.74:3620276:2.75:30
GLD_112919P141,577:137.06:7038053:3.96:17,666:137.43:6431697:4.82:2,665:137.98:8779770:3.37:30,695:138.56:5194061:2.56:62,686:138.21:9545221:2.98:71,757:138.62:5722188:2.6:38,775:138.76:4963627:2.57:91,754:138.0:4196689:3.06:25,[756:137.74:3620276:3.22:26
GLD_112919P141.5,657:137.06:7038053:5.1:12,704:137.43:6431697:5.1:0,704:137.98:8779770:3.8:18,719:138.56:5194061:3.1:36,746:138.21:9545221:3.1:0,746:138.62:5722188:3.1:0,745:138.76:4963627:2.98:1,745:138.0:4196689:2.98:0,[745:137.74:3620276:3.68:26
GLD_112919P142,672:137.06:7038053:4.39:0,674:137.43:6431697:5.25:45,674:137.98:8779770:4.25:11,676:138.56:5194061:3.35:7,677:138.21:9545221:3.9:163,674:138.62:5722188:3.9:0,675:138.76:4963627:3.65:3,675:138.0:4196689:3.8:5,[678:137.74:3620276:3.9:8
GLD_120619P130,0:137.06:7038053:0.16:137,137:137.43:6431697:0.09:839,702:137.98:8779770:0.07:4,703:138.56:5194061:0.05:3,702:138.21:9545221:0.03:4,702:138.62:5722188:0.04:89,791:138.76:4963627:0.04:0,791:138.0:4196689:0.04:4,795:137.74:3620276:0.03:12
GLD_120619P133,2987:137.06:7038053:0.36:87,2992:137.43:6431697:0.25:8,2996:137.98:8779770:0.18:2,2994:138.56:5194061:0.11:162,2994:138.21:9545221:0.11:2502,5493:138.62:5722188:0.09:1,6049:138.76:4963627:0.07:0,6049:138.0:4196689:0.06:1000,[6049:137.74:3620276:0.08:15
GLD_120619P134,60:137.06:7038053:0.66:27,52:137.43:6431697:0.39:33,73:137.98:8779770:0.24:80,134:138.56:5194061:0.16:78,109:138.21:9545221:0.17:9,117:138.62:5722188:0.12:200,274:138.76:4963627:0.08:51,324:138.0:4196689:0.12:30,[339:137.74:3620276:0.08:25
GLD_120619P134.5,30:137.06:7038053:0.55:10,37:137.43:6431697:0.47:28,46:137.98:8779770:0.29:11,69:138.56:5194061:0.2:3,69:138.21:9545221:0.22:1,69:138.62:5722188:0.17:10,76:138.76:4963627:0.13:10,74:138.0:4196689:0.12:50,[123:137.74:3620276:0.15:5
GLD_120619P135,1792:137.06:7038053:0.66:47,1587:137.43:6431697:0.54:453,1997:137.98:8779770:0.42:3,1984:138.56:5194061:0.27:10,1983:138.21:9545221:0.26:101,2077:138.62:5722188:0.18:441,2041:138.76:4963627:0.13:15,2044:138.0:4196689:0.19:24,[2035:137.74:3620276:0.19:1279
GLD_120619P135.5,307:137.06:7038053:0.64:0,307:137.43:6431697:0.7:26,314:137.98:8779770:0.46:7,314:138.56:5194061:0.46:0,314:138.21:9545221:0.35:1,314:138.62:5722188:0.24:12,326:138.76:4963627:0.18:10,335:138.0:4196689:0.28:110,[440:137.74:3620276:0.26:19
GLD_120619P136,1697:137.06:7038053:1.02:48,1713:137.43:6431697:0.79:58,1720:137.98:8779770:0.57:124,1751:138.56:5194061:0.4:24,1773:138.21:9545221:0.39:63,1829:138.62:5722188:0.31:13,1821:138.76:4963627:0.24:367,1882:138.0:4196689:0.35:298,[1886:137.74:3620276:0.34:796
GLD_120619P136.5,254:137.06:7038053:1.14:41,264:137.43:6431697:1.02:220,246:137.98:8779770:0.77:105,337:138.56:5194061:0.53:15,335:138.21:9545221:0.54:17,343:138.62:5722188:0.38:30,349:138.76:4963627:0.36:11,353:138.0:4196689:0.48:8,[359:137.74:3620276:0.46:240
GLD_120619P137,416:137.06:7038053:1.45:96,503:137.43:6431697:1.15:43,515:137.98:8779770:0.85:76,494:138.56:5194061:0.6:76,550:138.21:9545221:0.69:40,560:138.62:5722188:0.5:315,781:138.76:4963627:0.43:66,816:138.0:4196689:0.62:73,[802:137.74:3620276:0.62:248
GLD_120619P137.5,624:137.06:7038053:1.72:175,771:137.43:6431697:1.47:39,774:137.98:8779770:1.12:30,766:138.56:5194061:0.83:2,767:138.21:9545221:0.83:99,845:138.62:5722188:0.64:13,844:138.76:4963627:0.53:40,857:138.0:4196689:0.82:59,[887:137.74:3620276:0.83:257
GLD_120619P138,227:137.06:7038053:1.87:166,218:137.43:6431697:1.85:55,217:137.98:8779770:1.33:83,261:138.56:5194061:1.05:297,507:138.21:9545221:1.12:921,1344:138.62:5722188:0.84:134,1459:138.76:4963627:0.73:52,1487:138.0:4196689:1.05:95,[1512:137.74:3620276:1.07:1751
GLD_120619P138.5,147:137.06:7038053:2.22:209,314:137.43:6431697:1.98:238,407:137.98:8779770:1.72:10,407:138.56:5194061:1.29:10,403:138.21:9545221:1.36:409,364:138.62:5722188:1.08:99,485:138.76:4963627:1.06:168,529:138.0:4196689:1.3:62,[534:137.74:3620276:1.29:19
GLD_120619P139,193:137.06:7038053:2.58:124,419:137.43:6431697:2.49:255,531:137.98:8779770:2.08:7,531:138.56:5194061:1.56:24,509:138.21:9545221:1.66:46,473:138.62:5722188:1.33:137,415:138.76:4963627:1.21:448,841:138.0:4196689:1.65:5,[841:137.74:3620276:1.67:47
GLD_120619P139.5,135:137.06:7038053:2.98:92,152:137.43:6431697:2.61:12,159:137.98:8779770:2.32:5,164:138.56:5194061:2.32:0,164:138.21:9545221:1.91:3,164:138.62:5722188:1.64:14,189:138.76:4963627:1.66:302,333:138.0:4196689:2.07:110,[399:137.74:3620276:1.88:2
GLD_120619P140,188:137.06:7038053:3.29:42,186:137.43:6431697:3.35:14,181:137.98:8779770:2.7:15,188:138.56:5194061:2.23:11,189:138.21:9545221:2.26:13,200:138.62:5722188:1.96:11,542:138.76:4963627:1.82:97,603:138.0:4196689:2.42:104,[550:137.74:3620276:2.41:33
GLD_120619P140.5,32:137.06:7038053:3.32:0,34:137.43:6431697:3.32:0,34:137.98:8779770:3.32:0,18:138.56:5194061:3.32:0,18:138.21:9545221:2.73:4,18:138.62:5722188:2.73:0,18:138.76:4963627:2.28:28,41:138.0:4196689:2.73:23,[64:137.74:3620276:2.6:1
GLD_120619P141,230:137.06:7038053:3.75:5,166:137.43:6431697:4.25:48,142:137.98:8779770:3.5:28,142:138.56:5194061:3.5:0,142:138.21:9545221:3.5:0,142:138.62:5722188:2.73:79,147:138.76:4963627:2.68:15,161:138.0:4196689:3.22:4,[160:137.74:3620276:3.36:34
GLD_120619P141.5,25:137.06:7038053:4.35:0,28:137.43:6431697:4.35:0,28:137.98:8779770:3.78:1,29:138.56:5194061:3.78:0,29:138.21:9545221:3.78:0,29:138.62:5722188:3.78:0,29:138.76:4963627:3.35:1,29:138.0:4196689:3.4:1,[29:137.74:3620276:3.77:6
GLD_120619P142,104:137.06:7038053:4.43:0,104:137.43:6431697:4.7:19,106:137.98:8779770:4.7:0,106:138.56:5194061:3.75:20,106:138.21:9545221:3.88:13,107:138.62:5722188:3.88:0,117:138.76:4963627:3.54:0,117:138.0:4196689:3.54:0,[117:137.74:3620276:4.26:6
GLD_120619P142.5,47:137.06:7038053:4.8:0,47:137.43:6431697:5.31:57,70:137.98:8779770:5.31:0,70:138.56:5194061:4.15:1,71:138.21:9545221:4.15:0,71:138.62:5722188:4.1:10,76:138.76:4963627:4.0:0,76:138.0:4196689:4.0:0,[76:137.74:3620276:4.0:0
GLD_121319P130,0:137.06:7038053:0.2:4,4:137.43:6431697:0.16:16,19:137.98:8779770:0.1:10,25:138.56:5194061:0.07:15,35:138.21:9545221:0.07:10,45:138.62:5722188:0.07:0,50:138.76:4963627:0.05:0,50:138.0:4196689:0.05:5,45:137.74:3620276:0.05:0
GLD_121319P133,23:137.06:7038053:0.46:17,50:137.43:6431697:0.34:18,60:137.98:8779770:0.22:22,70:138.56:5194061:0.17:4,74:138.21:9545221:0.17:0,74:138.62:5722188:0.13:17,79:138.76:4963627:0.13:0,79:138.0:4196689:0.13:0,[79:137.74:3620276:0.13:0
GLD_121319P133.5,5:137.06:7038053:0.41:0,6:137.43:6431697:0.41:6,11:137.98:8779770:0.3:1,11:138.56:5194061:0.3:0,11:138.21:9545221:0.19:1,10:138.62:5722188:0.19:0,10:138.76:4963627:0.15:1,10:138.0:4196689:0.15:0,[10:137.74:3620276:0.18:14
GLD_121319P134,1554:137.06:7038053:0.62:15,1562:137.43:6431697:0.49:84,1633:137.98:8779770:0.32:18,1633:138.56:5194061:0.26:2,1634:138.21:9545221:0.25:20,1639:138.62:5722188:0.21:10,1649:138.76:4963627:0.19:10,1659:138.0:4196689:0.21:8,[1654:137.74:3620276:0.22:10
GLD_121319P134.5,6:137.06:7038053:0.96:7,60:137.43:6431697:0.91:224,284:137.98:8779770:0.38:1,284:138.56:5194061:0.38:0,284:138.21:9545221:0.38:0,284:138.62:5722188:0.24:19,284:138.76:4963627:0.21:6,284:138.0:4196689:0.21:0,[284:137.74:3620276:0.27:76
GLD_121319P135,24:137.06:7038053:0.88:573,612:137.43:6431697:0.68:174,777:137.98:8779770:0.53:23,788:138.56:5194061:0.36:9,790:138.21:9545221:0.38:18,795:138.62:5722188:0.3:87,802:138.76:4963627:0.32:8,810:138.0:4196689:0.32:28,[835:137.74:3620276:0.36:200
GLD_121319P135.5,216:137.06:7038053:0.94:1,217:137.43:6431697:0.81:3,219:137.98:8779770:0.65:6,221:138.56:5194061:0.49:1,222:138.21:9545221:0.46:2,221:138.62:5722188:0.37:55,277:138.76:4963627:0.42:10,287:138.0:4196689:0.44:1,[287:137.74:3620276:0.45:441
GLD_121319P136,152:137.06:7038053:1.1:6,166:137.43:6431697:0.97:22,182:137.98:8779770:0.83:2,184:138.56:5194061:0.55:4,185:138.21:9545221:0.61:2,185:138.62:5722188:0.5:21,181:138.76:4963627:0.42:26,189:138.0:4196689:0.56:21,[170:137.74:3620276:0.56:66
GLD_121319P136.5,140:137.06:7038053:1.74:258,567:137.43:6431697:1.16:12,565:137.98:8779770:1.16:0,565:138.56:5194061:0.81:1,565:138.21:9545221:0.74:149,601:138.62:5722188:0.59:11,603:138.76:4963627:0.53:2,602:138.0:4196689:0.73:5,[605:137.74:3620276:0.74:2
GLD_121319P137,579:137.06:7038053:1.64:3,579:137.43:6431697:1.36:32,597:137.98:8779770:1.15:36,604:138.56:5194061:0.86:20,599:138.21:9545221:0.92:136,722:138.62:5722188:0.75:606,683:138.76:4963627:0.68:5,685:138.0:4196689:0.92:53,[728:137.74:3620276:0.92:27
GLD_121319P137.5,178:137.06:7038053:1.96:400,625:137.43:6431697:1.64:241,865:137.98:8779770:1.42:8,863:138.56:5194061:1.18:1,862:138.21:9545221:1.07:4,863:138.62:5722188:0.99:3,873:138.76:4963627:0.77:12,883:138.0:4196689:1.1:28,[911:137.74:3620276:1.15:43
GLD_121319P138,75:137.06:7038053:2.0:0,156:137.43:6431697:1.88:166,316:137.98:8779770:1.59:30,341:138.56:5194061:1.31:16,350:138.21:9545221:1.36:90,393:138.62:5722188:1.15:30,395:138.76:4963627:1.06:5,399:138.0:4196689:1.38:19,[404:137.74:3620276:1.39:32
GLD_121319P138.5,725:137.06:7038053:2.7:100,663:137.43:6431697:2.7:0,663:137.98:8779770:1.75:10,653:138.56:5194061:1.48:6,655:138.21:9545221:1.64:301,887:138.62:5722188:1.42:59,881:138.76:4963627:1.22:29,899:138.0:4196689:1.64:6,[903:137.74:3620276:1.56:1
GLD_121319P139,109:137.06:7038053:2.87:2,111:137.43:6431697:2.87:0,111:137.98:8779770:2.87:0,111:138.56:5194061:1.83:7,117:138.21:9545221:1.89:3,119:138.62:5722188:1.62:1,119:138.76:4963627:1.62:0,119:138.0:4196689:1.62:0,[119:137.74:3620276:2.02:18
GLD_121319P139.5,122:137.06:7038053:3.33:5,117:137.43:6431697:3.55:4,117:137.98:8779770:3.55:0,117:138.56:5194061:3.55:0,117:138.21:9545221:2.18:1,117:138.62:5722188:2.18:0,117:138.76:4963627:2.18:0,117:138.0:4196689:2.18:0,[117:137.74:3620276:2.33:2
GLD_121319P140,148:137.06:7038053:3.75:12,141:137.43:6431697:3.51:4,145:137.98:8779770:2.98:3,148:138.56:5194061:2.98:0,148:138.21:9545221:2.59:121,152:138.62:5722188:2.25:76,182:138.76:4963627:2.45:113,295:138.0:4196689:2.45:0,[295:137.74:3620276:2.53:12
GLD_121319P140.5,698:137.06:7038053:2.29:0,698:137.43:6431697:2.29:0,698:137.98:8779770:2.29:0,698:138.56:5194061:2.67:10,688:138.21:9545221:2.67:0,688:138.62:5722188:2.67:0,688:138.76:4963627:2.67:0,688:138.0:4196689:3.0:3,[688:137.74:3620276:3.13:1
GLD_121319P141,299:137.06:7038053:3.68:0,299:137.43:6431697:3.68:0,299:137.98:8779770:3.68:0,299:138.56:5194061:3.41:10,309:138.21:9545221:3.41:0,309:138.62:5722188:3.41:0,309:138.76:4963627:2.92:0,309:138.0:4196689:2.92:0,[309:137.74:3620276:2.92:0
GLD_121319P141.5,168:137.06:7038053:2.61:0,168:137.43:6431697:2.61:0,168:137.98:8779770:2.61:0,168:138.56:5194061:2.61:0,168:138.21:9545221:3.77:280,168:138.62:5722188:3.77:0,168:138.76:4963627:3.25:10,178:138.0:4196689:3.25:0,[178:137.74:3620276:3.8:46
GLD_121319P142,236:137.06:7038053:4.69:0,236:137.43:6431697:4.69:0,236:137.98:8779770:4.69:0,236:138.56:5194061:4.22:10,236:138.21:9545221:4.2:280,214:138.62:5722188:4.2:0,214:138.76:4963627:3.98:2,216:138.0:4196689:3.98:0,[216:137.74:3620276:3.98:0
GLD_122019P128,12433:137.06:7038053:0.14:192,12516:137.43:6431697:0.1:35,12515:137.98:8779770:0.07:4,12517:138.56:5194061:0.05:7,12515:138.21:9545221:0.05:15,12514:138.62:5722188:0.05:0,12512:138.76:4963627:0.03:2,12510:138.0:4196689:0.05:4,12508:137.74:3620276:0.04:4
GLD_122019P129,7525:137.06:7038053:0.17:190,7675:137.43:6431697:0.12:289,7555:137.98:8779770:0.09:36,7557:138.56:5194061:0.06:42,7584:138.21:9545221:0.07:52,7622:138.62:5722188:0.05:46,7607:138.76:4963627:0.04:20,7593:138.0:4196689:0.06:12,7581:137.74:3620276:0.06:26
GLD_122019P130,6928:137.06:7038053:0.21:205,6971:137.43:6431697:0.15:382,7310:137.98:8779770:0.11:345,7095:138.56:5194061:0.08:919,6519:138.21:9545221:0.07:41,6512:138.62:5722188:0.06:72,6483:138.76:4963627:0.05:45,6462:138.0:4196689:0.07:18,6460:137.74:3620276:0.08:219
GLD_122019P131,1855:137.06:7038053:0.27:82,1894:137.43:6431697:0.21:714,2258:137.98:8779770:0.14:32,2264:138.56:5194061:0.12:25,2267:138.21:9545221:0.11:76,2334:138.62:5722188:0.09:36,2347:138.76:4963627:0.07:14,2344:138.0:4196689:0.09:12,2342:137.74:3620276:0.08:3
GLD_122019P132,6464:137.06:7038053:0.35:263,6636:137.43:6431697:0.28:678,7120:137.98:8779770:0.19:1036,7273:138.56:5194061:0.15:3539,4683:138.21:9545221:0.16:122,4750:138.62:5722188:0.12:70,4695:138.76:4963627:0.09:33,4690:138.0:4196689:0.14:37,4684:137.74:3620276:0.13:130
GLD_122019P133,2778:137.06:7038053:0.47:1347,3480:137.43:6431697:0.39:130,3511:137.98:8779770:0.29:125,3491:138.56:5194061:0.21:90,3501:138.21:9545221:0.22:82,3524:138.62:5722188:0.18:48,4649:138.76:4963627:0.13:1476,5979:138.0:4196689:0.19:126,[6077:137.74:3620276:0.2:138
GLD_122019P134,7268:137.06:7038053:0.69:1690,8272:137.43:6431697:0.56:2105,10047:137.98:8779770:0.39:105,10105:138.56:5194061:0.31:677,10034:138.21:9545221:0.33:1077,10005:138.62:5722188:0.26:446,10320:138.76:4963627:0.2:1235,10648:138.0:4196689:0.27:47,[10634:137.74:3620276:0.31:104
