Symbol,20191024,20191025,20191028,20191029,20191030,20191031,20191101,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
BIDU_112219P105,794.0,793:103.87,793:104.86,791:102.9,790:102.11,790:101.85,787.0,778:109.62,789:108.05,788:107.36,810:121.87:16213163:0.23:126,716:124.56:10078599:0.12:1,716:120.87:4022432:0.11:2,716:121.8:3466459:0.1:2,716:118.29:3622674:0.11:4,718:118.2:4727909:0.12:11,724:117.05:3794537:0.08:1,U:116.52:2482706::,723:115.69:2574436:0.05:5,728:114.881:2311700:0.05:0,728:115.65:2796382:0.01:4,728:117.99:3006708:0.01:0
BIDU_112219P106,60.0,60:103.87,60:104.86,62:102.9,62:102.06,62:101.85,62.0,65:109.62,68:108.05,68:107.36,74:121.87:16213163:0.34:2,72:124.56:10078599:0.34:0,72:120.87:4022432:0.13:2,73:121.8:3466459:0.13:0,73:118.29:3622674:0.13:0,73:118.2:4727909:0.15:29,98:117.05:3794537:0.08:6,U:116.52:2482706::,105:115.69:2574436:0.04:1,105:114.881:2311700:0.06:2,99:115.65:2796382:0.03:1,U:117.99:3006708:U:U
BIDU_112219P107,1.0,1:103.87,1:104.86,1:102.9,1:102.0538,1:101.85,1.0,1:109.62,12:108.05,12:107.36,34:121.87:16213163:0.27:16,35:124.56:10078599:0.18:2,35:120.87:4022432:0.16:1,35:121.8:3466459:0.16:0,35:118.29:3622674:0.16:0,35:118.2:4727909:0.16:0,35:117.05:3794537:0.1:1,36:116.52:2482706:0.11:172,198:115.69:2574436:0.05:76,185:114.881:2311700:0.04:44,184:115.65:2796382:0.05:9,192:117.99:3006708:0.05:0
BIDU_112219P108,5.0,5:103.87,5:104.86,5:102.9,5:102.25,5:101.85,5.0,5:109.62,22:108.05,22:107.36,23:121.87:16213163:0.34:9,27:124.56:10078599:0.15:3,27:120.87:4022432:0.2:5,29:121.8:3466459:0.14:2,28:118.29:3622674:0.21:51,57:118.2:4727909:0.2:52,48:117.05:3794537:0.11:51,97:116.52:2482706:0.18:37,134:115.69:2574436:0.08:15,149:114.881:2311700:0.04:1,149:115.65:2796382:0.03:15,[163:117.99:3006708:0.03:0
BIDU_112219P109,1.0,1:103.87,1:104.86,1:102.9,1:102.1112,1:101.85,1.0,1:109.62,6:108.05,13:107.36,13:121.87:16213163:0.49:21,19:124.56:10078599:0.18:39,46:120.87:4022432:0.3:20,46:121.8:3466459:0.13:20,66:118.29:3622674:0.26:9,62:118.2:4727909:0.28:5,59:117.05:3794537:0.23:112,169:116.52:2482706:0.14:38,178:115.69:2574436:0.11:5,183:114.881:2311700:0.11:0,183:115.65:2796382:0.05:32,[189:117.99:3006708:0.05:0
BIDU_112219P110,5.0,5:103.87,5:104.86,396:102.9,395:102.1112,217:101.85,217.0,215:109.62,202:108.05,184:107.36,184:121.87:16213163:0.55:119,239:124.56:10078599:0.21:44,246:120.87:4022432:0.29:20,260:121.8:3466459:0.18:17,265:118.29:3622674:0.33:103,337:118.2:4727909:0.3:275,409:117.05:3794537:0.28:1446,1373:116.52:2482706:0.21:97,1372:115.69:2574436:0.16:47,1378:114.881:2311700:0.21:506,1565:115.65:2796382:0.04:113,[1461:117.99:3006708:0.01:36
BIDU_112219P111,2.0,2:103.87,2:104.86,2:102.9,2:102.2728,2:101.85,5.0,5:109.62,6:108.05,14:107.36,14:121.87:16213163:0.61:19,23:124.56:10078599:0.25:18,33:120.87:4022432:0.37:6,31:121.8:3466459:0.22:5,36:118.29:3622674:0.49:15,45:118.2:4727909:0.4:111,120:117.05:3794537:0.37:55,149:116.52:2482706:0.27:196,295:115.69:2574436:0.21:35,306:114.881:2311700:0.29:258,452:115.65:2796382:0.05:65,[481:117.99:3006708:0.02:9
BIDU_112219P112,1.0,1:103.87,1:104.86,1:102.9,1:102.18,1:101.85,1.0,2:109.62,2:108.05,8:107.36,8:121.87:16213163:0.77:21,19:124.56:10078599:0.29:9,25:120.87:4022432:0.43:25,29:121.8:3466459:0.22:11,30:118.29:3622674:0.5:32,44:118.2:4727909:0.5:146,131:117.05:3794537:0.46:81,151:116.52:2482706:0.38:225,304:115.69:2574436:0.32:61,331:114.881:2311700:0.45:663,549:115.65:2796382:0.09:156,[520:117.99:3006708:0.01:19
BIDU_112219P113,0.0,0:103.87,0:104.86,0:102.9,0:102.035,0:101.85,0.0,0:109.62,0:108.05,2:107.36,2:121.87:16213163:0.83:19,17:124.56:10078599:0.34:22,28:120.87:4022432:0.52:35,47:121.8:3466459:0.34:12,47:118.29:3622674:0.67:135,108:118.2:4727909:0.66:154,191:117.05:3794537:0.64:97,233:116.52:2482706:0.54:217,336:115.69:2574436:0.48:64,355:114.881:2311700:0.67:758,780:115.65:2796382:0.15:139,[799:117.99:3006708:0.01:35
BIDU_112219P114,16.0,16:103.87,16:104.86,16:102.9,16:101.91,16:101.85,16.0,16:109.62,16:108.05,15:107.36,15:121.87:16213163:1.07:18,29:124.56:10078599:0.42:55,69:120.87:4022432:0.64:58,57:121.8:3466459:0.44:14,68:118.29:3622674:0.87:54,93:118.2:4727909:0.8:1173,247:117.05:3794537:0.87:184,300:116.52:2482706:0.81:475,556:115.69:2574436:0.73:263,565:114.881:2311700:0.91:745,668:115.65:2796382:0.27:75,[683:117.99:3006708:0.02:71
BIDU_112919P97.5,2.0,2:103.87,2:104.86,2:102.9,2:102.24,2:101.85,3.0,5:109.62,6:108.05,6:107.36,6:121.87:16213163:1.13:0,6:124.56:10078599:0.24:1,5:120.87:4022432:0.24:0,5:121.8:3466459:0.24:0,5:118.29:3622674:0.24:0,5:118.2:4727909:0.24:0,5:117.05:3794537:0.24:0,U:116.52:2482706::,5:115.69:2574436:0.24:0,5:114.881:2311700:0.24:0,5:115.65:2796382:0.24:0,5:117.99:3006708:0.24:0
BIDU_112919P98,3.0,5:103.87,6:104.86,10:102.9,10:102.105,10:101.85,10.0,10:109.62,9:108.05,11:107.36,10:121.87:16213163:0.45:1,9:124.56:10078599:0.35:1,8:120.87:4022432:0.35:0,8:121.8:3466459:0.35:0,8:118.29:3622674:0.35:0,8:118.2:4727909:0.35:0,8:117.05:3794537:0.35:0,8:116.52:2482706:0.35:0,8:115.69:2574436:0.35:0,8:114.881:2311700:0.35:0,8:115.65:2796382:0.35:0,8:117.99:3006708:0.35:0
BIDU_112919P98.5,2.0,2:103.87,10:104.86,17:102.9,17:102.1,17:101.85,17.0,32:109.62,32:108.05,33:107.36,33:121.87:16213163:0.26:2,32:124.56:10078599:0.26:0,32:120.87:4022432:0.15:1,32:121.8:3466459:0.15:0,32:118.29:3622674:0.15:0,32:118.2:4727909:0.15:0,32:117.05:3794537:0.15:0,32:116.52:2482706:0.15:0,32:115.69:2574436:0.15:0,U:114.881:2311700:U:U,U:115.65:2796382:U:U,32:117.99:3006708:0.15:0
BIDU_112919P99,2.0,2:103.87,2:104.86,2:102.9,2:102.0755,5:101.85,7.0,9:109.62,10:108.05,9:107.36,9:121.87:16213163:0.03:2,9:124.56:10078599:0.03:0,9:120.87:4022432:0.03:0,9:121.8:3466459:0.03:0,9:118.29:3622674:0.03:0,9:118.2:4727909:0.03:0,9:117.05:3794537:0.03:0,U:116.52:2482706::,:115.69:2574436:U:U,9:114.881:2311700:0.03:0,9:115.65:2796382:0.03:0,9:117.99:3006708:0.03:0
BIDU_112919P99.5,3.0,3:103.87,3:104.86,6:102.9,6:102.159,6:101.85,6.0,6:109.62,4:108.05,4:107.36,5:121.87:16213163:1.9:0,5:124.56:10078599:1.9:0,5:120.87:4022432:1.9:0,5:121.8:3466459:1.9:0,5:118.29:3622674:1.9:0,5:118.2:4727909:1.9:0,5:117.05:3794537:1.9:0,5:116.52:2482706:1.9:0,5:115.69:2574436:0.07:1,5:114.881:2311700:0.07:0,5:115.65:2796382:0.07:0,5:117.99:3006708:0.07:0
BIDU_112919P100,60.0,70:103.87,74:104.86,75:102.9,75:102.13,75:101.85,85.0,77:109.62,112:108.05,112:107.36,121:121.87:16213163:0.15:9,120:124.56:10078599:0.21:2,119:120.87:4022432:0.19:3,118:121.8:3466459:0.19:0,118:118.29:3622674:0.19:10,118:118.2:4727909:0.15:1,119:117.05:3794537:0.15:0,119:116.52:2482706:0.15:0,119:115.69:2574436:0.15:0,U:114.881:2311700:U:U,U:115.65:2796382:U:U,119:117.99:3006708:0.22:0
BIDU_112919P101,53.0,53:103.87,55:104.86,55:102.9,59:102.2728,59:101.85,68.0,68:109.62,68:108.05,68:107.36,68:121.87:16213163:0.18:54,60:124.56:10078599:0.21:18,47:120.87:4022432:0.21:0,47:121.8:3466459:0.21:0,47:118.29:3622674:0.21:0,47:118.2:4727909:0.21:0,47:117.05:3794537:0.21:0,U:116.52:2482706::,47:115.69:2574436:0.21:0,47:114.881:2311700:0.21:0,47:115.65:2796382:0.21:0,47:117.99:3006708:0.21:0
BIDU_112919P102,17.0,18:103.87,18:104.86,18:102.9,18:102.0995,104:101.85,105.0,105:109.62,105:108.05,72:107.36,78:121.87:16213163:0.33:19,76:124.56:10078599:0.33:0,76:120.87:4022432:0.33:0,76:121.8:3466459:0.33:0,76:118.29:3622674:0.33:0,76:118.2:4727909:0.33:0,76:117.05:3794537:0.33:0,76:116.52:2482706:0.33:0,76:115.69:2574436:0.33:0,76:114.881:2311700:0.33:0,U:115.65:2796382:U:U,76:117.99:3006708:0.33:0
BIDU_112919P103,12.0,12:103.87,12:104.86,12:102.9,12:102.24,10:101.85,23.0,23:109.62,42:108.05,44:107.36,49:121.87:16213163:0.24:7,45:124.56:10078599:0.24:0,45:120.87:4022432:0.24:0,45:121.8:3466459:0.24:0,45:118.29:3622674:0.24:0,45:118.2:4727909:0.25:4,48:117.05:3794537:0.15:2,U:116.52:2482706::,73:115.69:2574436:0.12:0,73:114.881:2311700:0.12:0,U:115.65:2796382:U:U,73:117.99:3006708:0.02:2
BIDU_112919P104,3.0,4:103.87,17:104.86,17:102.9,17:102.0755,17:101.85,17.0,19:109.62,28:108.05,28:107.36,28:121.87:16213163:0.3:20,26:124.56:10078599:0.3:0,26:120.87:4022432:0.3:0,26:121.8:3466459:0.3:0,26:118.29:3622674:0.3:0,26:118.2:4727909:0.27:20,34:117.05:3794537:0.19:6,U:116.52:2482706::,40:115.69:2574436:0.13:36,76:114.881:2311700:0.14:20,61:115.65:2796382:0.09:5,61:117.99:3006708:0.04:6
BIDU_112919P105,122.0,122:103.87,151:104.86,152:102.9,158:102.1443,123:101.85,123.0,124:109.62,131:108.05,131:107.36,149:121.87:16213163:0.34:131,78:124.56:10078599:0.34:0,78:120.87:4022432:0.34:0,78:121.8:3466459:0.23:1,77:118.29:3622674:0.26:4,79:118.2:4727909:0.3:2,80:117.05:3794537:0.2:1,U:116.52:2482706::,80:115.69:2574436:0.17:12,85:114.881:2311700:0.24:5,90:115.65:2796382:0.24:0,90:117.99:3006708:0.05:12
BIDU_112919P106,0.0,0:103.87,0:104.86,0:102.9,0:102.2728,0:101.85,0.0,0:109.62,0:108.05,0:107.36,16:121.87:16213163:0.76:6,15:124.56:10078599:0.23:1,16:120.87:4022432:0.23:0,16:121.8:3466459:0.23:0,16:118.29:3622674:0.36:1,16:118.2:4727909:0.35:6,20:117.05:3794537:0.2:6,19:116.52:2482706:0.24:6,25:115.69:2574436:0.18:1,26:114.881:2311700:0.18:0,26:115.65:2796382:0.26:0,26:117.99:3006708:0.05:6
BIDU_112919P107,0.0,0:103.87,0:104.86,0:102.9,0:102.24,0:101.85,0.0,0:109.62,1:108.05,8:107.36,23:121.87:16213163:0.5:11,24:124.56:10078599:0.25:2,22:120.87:4022432:0.3:7,28:121.8:3466459:0.25:3,25:118.29:3622674:0.25:0,25:118.2:4727909:0.38:2,23:117.05:3794537:0.38:0,23:116.52:2482706:0.38:0,23:115.69:2574436:0.22:6,26:114.881:2311700:0.2:3,26:115.65:2796382:0.18:10,35:117.99:3006708:0.1:10
BIDU_112919P108,4.0,4:103.87,4:104.86,4:102.9,4:102.0538,4:101.85,4.0,4:109.62,20:108.05,31:107.36,123:121.87:16213163:0.62:117,94:124.56:10078599:0.62:0,94:120.87:4022432:0.62:0,94:121.8:3466459:0.3:8,95:118.29:3622674:0.45:1,96:118.2:4727909:0.49:45,104:117.05:3794537:0.29:1,103:116.52:2482706:0.39:110,173:115.69:2574436:0.39:0,173:114.881:2311700:0.3:1,175:115.65:2796382:0.33:1,[175:117.99:3006708:0.06:113
BIDU_112919P109,2.0,2:103.87,2:104.86,32:102.9,32:102.24,32:101.85,32.0,32:109.62,33:108.05,32:107.36,32:121.87:16213163:0.71:5,33:124.56:10078599:0.71:0,33:120.87:4022432:0.71:0,33:121.8:3466459:0.31:7,31:118.29:3622674:0.31:0,31:118.2:4727909:0.62:6,37:117.05:3794537:0.62:0,37:116.52:2482706:0.62:0,37:115.69:2574436:0.37:3,40:114.881:2311700:0.51:67,100:115.65:2796382:0.29:24,[122:117.99:3006708:0.09:62
BIDU_112919P110,1.0,1:103.87,1:104.86,1:102.9,1:102.2599,1:101.85,1.0,3:109.62,26:108.05,39:107.36,39:121.87:16213163:0.76:34,52:124.56:10078599:0.35:12,50:120.87:4022432:0.47:10,48:121.8:3466459:0.38:10,56:118.29:3622674:0.67:11,55:118.2:4727909:0.71:8,55:117.05:3794537:0.58:93,123:116.52:2482706:0.5:27,130:115.69:2574436:0.48:147,234:114.881:2311700:0.68:131,211:115.65:2796382:0.31:85,[189:117.99:3006708:0.1:96
BIDU_112919P111,0.0,0:103.87,1:104.86,2:102.9,1:102.06,1:101.85,1.0,1:109.62,1:108.05,1:107.36,1:121.87:16213163:0.82:15,3:124.56:10078599:0.35:6,7:120.87:4022432:0.35:0,7:121.8:3466459:0.42:41,47:118.29:3622674:0.76:52,31:118.2:4727909:0.85:33,37:117.05:3794537:0.72:19,43:116.52:2482706:0.75:100,143:115.69:2574436:0.64:83,138:114.881:2311700:0.87:84,164:115.65:2796382:0.47:6,[164:117.99:3006708:0.12:82
BIDU_112919P112,0.0,0:103.87,0:104.86,0:102.9,0:102.07,0:101.85,0.0,0:109.62,14:108.05,14:107.36,14:121.87:16213163:1.15:43,34:124.56:10078599:0.47:23,29:120.87:4022432:0.64:15,31:121.8:3466459:0.57:3,31:118.29:3622674:1.0:9,38:118.2:4727909:1.03:10,44:117.05:3794537:0.89:12,43:116.52:2482706:1.01:43,78:115.69:2574436:0.83:16,84:114.881:2311700:1.12:100,117:115.65:2796382:0.61:144,[194:117.99:3006708:0.16:72
BIDU_112919P113,0.0,0:103.87,0:104.86,0:102.9,0:102.0538,0:101.85,0.0,0:109.62,6:108.05,6:107.36,6:121.87:16213163:1.31:17,12:124.56:10078599:0.52:24,22:120.87:4022432:0.81:8,22:121.8:3466459:0.58:9,31:118.29:3622674:1.15:18,36:118.2:4727909:1.14:776,748:117.05:3794537:1.14:61,747:116.52:2482706:1.02:16,738:115.69:2574436:1.08:266,947:114.881:2311700:1.35:117,951:115.65:2796382:0.87:174,[995:117.99:3006708:0.29:333
BIDU_112919P114,0.0,0:103.87,0:104.86,0:102.9,0:102.0358,0:101.85,0.0,0:109.62,10:108.05,10:107.36,10:121.87:16213163:1.45:30,25:124.56:10078599:0.64:11,25:120.87:4022432:1.02:9,29:121.8:3466459:0.65:2,30:118.29:3622674:1.36:24,42:118.2:4727909:1.4:26,42:117.05:3794537:1.47:34,39:116.52:2482706:1.34:13,42:115.69:2574436:1.4:10,49:114.881:2311700:1.8:103,70:115.65:2796382:1.09:363,[249:117.99:3006708:0.37:192
BIDU_122019P60,83.0,83:103.87,83:104.86,83:102.9,83:102.29,83:101.85,83.0,113:109.62,113:108.05,113:107.36,115:121.87:16213163:0.07:0,115:124.56:10078599:0.07:0,115:120.87:4022432:0.07:0,115:121.8:3466459:0.07:0,115:118.29:3622674:0.07:0,115:118.2:4727909:0.07:0,115:117.05:3794537:0.07:0,115:116.52:2482706:0.07:0,:115.69:2574436:U:U,U:114.881:2311700:U:U,115:115.65:2796382:0.02:0,115:117.99:3006708:0.02:0
BIDU_122019P65,382.0,382:103.87,382:104.86,382:102.9,382:102.24,382:101.85,382.0,382:109.62,382:108.05,382:107.36,382:121.87:16213163:0.07:0,382:124.56:10078599:0.07:0,382:120.87:4022432:0.07:0,382:121.8:3466459:0.07:0,382:118.29:3622674:0.07:0,382:118.2:4727909:0.07:0,382:117.05:3794537:0.07:0,382:116.52:2482706:0.07:0,382:115.69:2574436:0.07:0,382:114.881:2311700:0.07:0,382:115.65:2796382:0.07:0,382:117.99:3006708:0.07:0
BIDU_122019P70,164.0,164:103.87,164:104.86,164:102.9,164:102.08,164:101.85,164.0,164:109.62,164:108.05,164:107.36,164:121.87:16213163:0.18:0,164:124.56:10078599:0.02:1,163:120.87:4022432:0.02:0,163:121.8:3466459:0.03:1,163:118.29:3622674:0.03:0,163:118.2:4727909:0.03:0,163:117.05:3794537:0.03:0,U:116.52:2482706::,163:115.69:2574436:0.05:1,162:114.881:2311700:0.05:0,162:115.65:2796382:0.05:0,162:117.99:3006708:0.05:0
BIDU_122019P75,269.0,274:103.87,274:104.86,274:102.9,274:102.045,277:101.85,277.0,320:109.62,318:108.05,318:107.36,301:121.87:16213163:0.06:8,296:124.56:10078599:0.07:1,296:120.87:4022432:0.07:0,296:121.8:3466459:0.05:1,295:118.29:3622674:0.04:5,290:118.2:4727909:0.04:0,290:117.05:3794537:0.04:0,290:116.52:2482706:0.04:0,290:115.69:2574436:0.04:0,290:114.881:2311700:0.04:0,290:115.65:2796382:0.06:0,290:117.99:3006708:0.06:0
BIDU_122019P80,1202.0,1205:103.87,1242:104.86,1252:102.9,1257:102.1112,1306:101.85,1311.0,1293:109.62,1289:108.05,1290:107.36,1321:121.87:16213163:0.09:56,1277:124.56:10078599:0.09:1,1276:120.87:4022432:0.07:168,1392:121.8:3466459:0.04:1,1391:118.29:3622674:0.07:6,1387:118.2:4727909:0.09:23,1384:117.05:3794537:0.07:2,1382:116.52:2482706:0.07:11,1383:115.69:2574436:0.08:4,1381:114.881:2311700:0.09:8,1378:115.65:2796382:0.1:0,1378:117.99:3006708:0.1:0
BIDU_122019P85,833.0,845:103.87,858:104.86,866:102.9,855:102.0995,856:101.85,856.0,856:109.62,843:108.05,845:107.36,866:121.87:16213163:0.12:126,826:124.56:10078599:0.1:31,812:120.87:4022432:0.12:4,809:121.8:3466459:0.08:5,809:118.29:3622674:0.09:2,808:118.2:4727909:0.14:2,808:117.05:3794537:0.1:1,808:116.52:2482706:0.1:15,804:115.69:2574436:0.1:0,U:114.881:2311700:U:U,U:115.65:2796382:U:U,803:117.99:3006708:0.13:1
BIDU_122019P90,3338.0,3343:103.87,3341:104.86,3376:102.9,3379:101.99,3422:101.85,3413.0,3422:109.62,3489:108.05,3500:107.36,3587:121.87:16213163:0.23:397,3531:124.56:10078599:0.14:103,3534:120.87:4022432:0.14:47,3502:121.8:3466459:0.13:10,3496:118.29:3622674:0.19:35,3491:118.2:4727909:0.2:23,3483:117.05:3794537:0.15:12,3483:116.52:2482706:0.15:14,:115.69:2574436:U:U,3505:114.881:2311700:0.2:16,3498:115.65:2796382:0.18:3,3497:117.99:3006708:0.17:15
BIDU_122019P95,1495.0,1495:103.87,1495:104.86,1486:102.9,1479:102.13,1506:101.85,1517.0,1512:109.62,1559:108.05,1603:107.36,2248:121.87:16213163:0.31:426,1984:124.56:10078599:0.2:117,1894:120.87:4022432:0.23:254,1859:121.8:3466459:0.19:19,1867:118.29:3622674:0.3:27,1864:118.2:4727909:0.3:24,1846:117.05:3794537:0.24:33,1821:116.52:2482706:0.26:36,1849:115.69:2574436:0.26:17,1852:114.881:2311700:0.35:36,1843:115.65:2796382:0.27:3,1842:117.99:3006708:0.19:112
BIDU_122019P100,3071.0,3089:103.87,3117:104.86,3131:102.9,3203:102.26,3219:101.85,3231.0,3240:109.62,3216:108.05,3368:107.36,3536:121.87:16213163:0.51:495,3455:124.56:10078599:0.33:112,3420:120.87:4022432:0.4:78,3428:121.8:3466459:0.32:103,3414:118.29:3622674:0.51:62,3395:118.2:4727909:0.5:33,3389:117.05:3794537:0.45:49,U:116.52:2482706::,3401:115.69:2574436:0.47:21,3401:114.881:2311700:0.64:1166,U:115.65:2796382:U:U,4256:117.99:3006708:0.3:50
BIDU_122019P105,1860.0,2146:103.87,2148:104.86,2151:102.9,2159:102.0995,2176:101.85,2167.0,2144:109.62,2160:108.05,2163:107.36,2185:121.87:16213163:0.85:629,2328:124.56:10078599:0.53:250,2401:120.87:4022432:0.73:118,2466:121.8:3466459:0.59:43,2483:118.29:3622674:0.94:218,2459:118.2:4727909:0.96:89,2476:117.05:3794537:0.87:274,U:116.52:2482706::,2809:115.69:2574436:0.95:78,2805:114.881:2311700:1.15:99,2827:115.65:2796382:0.91:355,2932:117.99:3006708:0.62:75
BIDU_122019P110,2025.0,2026:103.87,2044:104.86,2069:102.9,2132:102.27,2133:101.85,2136.0,2125:109.62,2128:108.05,2116:107.36,2232:121.87:16213163:1.65:795,2340:124.56:10078599:0.98:489,2362:120.87:4022432:1.4:340,2570:121.8:3466459:1.15:240,2722:118.29:3622674:1.72:382,2815:118.2:4727909:1.8:455,2882:117.05:3794537:1.76:525,3034:116.52:2482706:1.8:151,3086:115.69:2574436:1.92:53,3070:114.881:2311700:2.27:574,2994:115.65:2796382:1.9:79,[2981:117.99:3006708:1.26:154
BIDU_122019P115,2082.0,2082:103.87,2082:104.86,2062:102.9,2062:102.22,2062:101.85,2063.0,2063:109.62,2099:108.05,2099:107.36,2099:121.87:16213163:2.79:424,2200:124.56:10078599:1.83:532,2290:120.87:4022432:2.59:110,2283:121.8:3466459:2.25:117,2321:118.29:3622674:3.35:495,2386:118.2:4727909:3.35:435,2459:117.05:3794537:3.41:620,2587:116.52:2482706:3.5:731,2896:115.69:2574436:3.75:133,2938:114.881:2311700:4.25:374,3055:115.65:2796382:3.75:196,[3028:117.99:3006708:2.6:209
BIDU_122019P120,11823.0,11823:103.87,11823:104.86,11823:102.9,11823:102.11,11823:101.85,11823.0,11823:109.62,11826:108.05,11826:107.36,11826:121.87:16213163:4.6:10384,11849:124.56:10078599:3.25:1347,12497:120.87:4022432:4.5:819,12370:121.8:3466459:4.0:559,12359:118.29:3622674:5.58:160,12360:118.2:4727909:5.5:406,12514:117.05:3794537:6.15:1914,12590:116.52:2482706:6.2:104,12515:115.69:2574436:6.6:177,12524:114.881:2311700:7.25:150,12444:115.65:2796382:6.6:206,[12375:117.99:3006708:4.95:64
