Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
TWTR_112219P32.5,216:29.21:10558698:3.5:0,216:29.34:9668295:3.5:0,216:29.05:15077365:3.27:10,216:29.08:9303232:3.27:0,208:28.89:13655509:3.6:5,206:29.25:12156794:3.6:0,206:29.49:14537556:2.99:32,255:29.17:14117068:3.55:302,216:29.79:24276137:2.66:204,[247:30.03:14159319:2.66:0
TWTR_112219P33,31:29.21:10558698:3.15:0,31:29.34:9668295:3.15:0,31:29.05:15077365:4.02:6,35:29.08:9303232:4.02:0,35:28.89:13655509:4.0:1,35:29.25:12156794:4.0:0,35:29.49:14537556:4.0:0,35:29.17:14117068:3.62:0,35:29.79:24276137:3.2:24,[18:30.03:14159319:3.05:1
TWTR_112219P33.5,40:29.21:10558698:4.0:0,40:29.34:9668295:4.0:0,40:29.05:15077365:4.0:0,40:29.08:9303232:4.0:0,38:28.89:13655509:4.0:0,38:29.25:12156794:4.0:0,38:29.49:14537556:4.0:0,43:29.17:14117068:4.1:0,38:29.79:24276137:4.1:0,[6:30.03:14159319:4.1:0
TWTR_112219P34,48:29.21:10558698:4.85:5,47:29.34:9668295:4.85:0,47:29.05:15077365:4.85:0,47:29.08:9303232:4.85:0,44:28.89:13655509:5.1:29,64:29.25:12156794:4.79:1,31:29.49:14537556:4.79:0,29:29.17:14117068:5.0:4,10:29.79:24276137:5.0:0,[10:30.03:14159319:5.0:0
TWTR_112919P22,21:29.21:10558698:0.03:0,21:29.34:9668295:0.03:0,21:29.05:15077365:0.02:9,30:29.08:9303232:0.02:0,30:28.89:13655509:0.02:0,30:29.25:12156794:0.02:0,30:29.49:14537556:0.02:0,30:29.17:14117068:0.02:0,30:29.79:24276137:0.02:0,30:30.03:14159319:0.02:0
TWTR_112919P23,0:29.21:10558698:0.0:0,0:29.34:9668295:0.0:0,0:29.05:15077365:0.0:0,0:29.08:9303232:0.0:0,0:28.89:13655509:0.0:0,0:29.25:12156794:0.0:0,0:29.49:14537556:0.0:0,0:29.17:14117068:0.0:0,0:29.79:24276137:0.0:0,0:30.03:14159319:0.0:0
TWTR_112919P24,2:29.21:10558698:0.08:0,2:29.34:9668295:0.08:0,2:29.05:15077365:0.08:0,2:29.08:9303232:0.08:0,2:28.89:13655509:0.08:0,2:29.25:12156794:0.08:0,2:29.49:14537556:0.08:0,2:29.17:14117068:0.08:0,2:29.79:24276137:0.08:0,[2:30.03:14159319:0.08:0
TWTR_112919P25,14:29.21:10558698:0.05:0,14:29.34:9668295:0.05:0,14:29.05:15077365:0.04:20,34:29.08:9303232:0.04:0,34:28.89:13655509:0.04:2,36:29.25:12156794:0.02:9,33:29.49:14537556:0.02:0,33:29.17:14117068:0.02:0,33:29.79:24276137:0.02:0,[33:30.03:14159319:0.01:48
TWTR_112919P26,60:29.21:10558698:0.07:19,74:29.34:9668295:0.06:10,84:29.05:15077365:0.07:2,85:29.08:9303232:0.07:0,85:28.89:13655509:0.05:14,99:29.25:12156794:0.05:21,120:29.49:14537556:0.01:5,118:29.17:14117068:0.03:13,119:29.79:24276137:0.03:0,[119:30.03:14159319:0.03:0
TWTR_112919P27,542:29.21:10558698:0.16:2,541:29.34:9668295:0.13:4,539:29.05:15077365:0.1:5,534:29.08:9303232:0.11:5,539:28.89:13655509:0.11:10,546:29.25:12156794:0.05:9,551:29.49:14537556:0.04:39,612:29.17:14117068:0.06:60,658:29.79:24276137:0.02:66,[631:30.03:14159319:0.01:26
TWTR_112919P27.5,192:29.21:10558698:0.23:3,193:29.34:9668295:0.18:38,212:29.05:15077365:0.16:1,211:29.08:9303232:0.18:1,211:28.89:13655509:0.19:21,230:29.25:12156794:0.1:30,254:29.49:14537556:0.05:153,215:29.17:14117068:0.11:36,207:29.79:24276137:0.04:44,[208:30.03:14159319:0.01:295
TWTR_112919P28,162:29.21:10558698:0.31:25,174:29.34:9668295:0.33:11,174:29.05:15077365:0.29:59,221:29.08:9303232:0.29:35,240:28.89:13655509:0.32:42,264:29.25:12156794:0.17:1845,1929:29.49:14537556:0.09:223,2155:29.17:14117068:0.12:470,2197:29.79:24276137:0.06:102,[2233:30.03:14159319:0.03:648
TWTR_112919P28.5,439:29.21:10558698:0.47:10,448:29.34:9668295:0.44:8,450:29.05:15077365:0.47:35,451:29.08:9303232:0.41:78,437:28.89:13655509:0.49:11,441:29.25:12156794:0.28:60,432:29.49:14537556:0.16:54,520:29.17:14117068:0.3:258,577:29.79:24276137:0.09:265,[640:30.03:14159319:0.05:397
TWTR_112919P29,326:29.21:10558698:0.64:92,315:29.34:9668295:0.6:54,326:29.05:15077365:0.67:31,351:29.08:9303232:0.6:136,416:28.89:13655509:0.71:97,448:29.25:12156794:0.45:210,630:29.49:14537556:0.35:241,722:29.17:14117068:0.42:492,933:29.79:24276137:0.2:521,[1098:30.03:14159319:0.1:539
TWTR_112919P29.5,97:29.21:10558698:0.93:32,103:29.34:9668295:0.8:16,104:29.05:15077365:0.83:5,108:29.08:9303232:0.91:90,170:28.89:13655509:0.99:46,210:29.25:12156794:0.7:73,237:29.49:14537556:0.55:526,654:29.17:14117068:0.69:206,666:29.79:24276137:0.37:3147,[1387:30.03:14159319:0.2:1245
TWTR_112919P30,426:29.21:10558698:1.24:33,426:29.34:9668295:1.16:27,441:29.05:15077365:1.26:3,442:29.08:9303232:1.23:47,464:28.89:13655509:1.34:77,481:29.25:12156794:1.05:69,524:29.49:14537556:0.86:143,621:29.17:14117068:1.02:97,606:29.79:24276137:0.6:2329,[1518:30.03:14159319:0.39:1016
TWTR_112919P30.5,62:29.21:10558698:1.49:0,62:29.34:9668295:1.66:10,62:29.05:15077365:1.66:3,63:29.08:9303232:1.67:13,74:28.89:13655509:1.67:0,74:29.25:12156794:1.38:11,76:29.49:14537556:1.23:45,124:29.17:14117068:1.61:36,116:29.79:24276137:0.91:147,[140:30.03:14159319:0.67:131
TWTR_112919P31,24:29.21:10558698:1.93:1,23:29.34:9668295:1.93:0,23:29.05:15077365:1.9:1,24:29.08:9303232:2.05:5,29:28.89:13655509:2.23:23,40:29.25:12156794:1.83:81,114:29.49:14537556:1.48:29,157:29.17:14117068:2.11:37,181:29.79:24276137:1.39:117,[259:30.03:14159319:1.11:124
TWTR_112919P31.5,65:29.21:10558698:2.36:1,65:29.34:9668295:2.36:0,65:29.05:15077365:2.45:2,64:29.08:9303232:2.45:0,64:28.89:13655509:2.45:0,64:29.25:12156794:2.14:6,60:29.49:14537556:2.01:10,62:29.17:14117068:2.34:14,59:29.79:24276137:1.45:109,[111:30.03:14159319:1.68:22
TWTR_112919P32,62:29.21:10558698:2.55:0,62:29.34:9668295:2.55:0,62:29.05:15077365:2.55:0,62:29.08:9303232:3.01:6,62:28.89:13655509:3.01:0,62:29.25:12156794:2.77:5,64:29.49:14537556:2.48:3,63:29.17:14117068:2.6:0,63:29.79:24276137:2.06:23,[72:30.03:14159319:2.03:59
TWTR_112919P32.5,89:29.21:10558698:2.49:0,89:29.34:9668295:2.49:0,89:29.05:15077365:3.31:1,89:29.08:9303232:3.45:5,89:28.89:13655509:3.55:6,83:29.25:12156794:3.55:0,83:29.49:14537556:3.55:0,83:29.17:14117068:3.34:14,70:29.79:24276137:2.37:7,[72:30.03:14159319:2.61:127
TWTR_112919P33,51:29.21:10558698:3.8:1,50:29.34:9668295:3.8:0,50:29.05:15077365:3.8:1,51:29.08:9303232:3.95:1,51:28.89:13655509:3.95:0,51:29.25:12156794:3.95:0,51:29.49:14537556:3.95:0,56:29.17:14117068:3.61:0,56:29.79:24276137:2.99:12,[51:30.03:14159319:2.98:13
TWTR_112919P33.5,7:29.21:10558698:4.28:3,10:29.34:9668295:4.28:0,10:29.05:15077365:4.28:0,10:29.08:9303232:4.28:0,10:28.89:13655509:4.28:0,10:29.25:12156794:4.28:0,10:29.49:14537556:4.28:0,10:29.17:14117068:4.28:0,5:29.79:24276137:4.28:0,[5:30.03:14159319:3.52:3
TWTR_112919P34,56:29.21:10558698:4.72:1,56:29.34:9668295:4.75:1,56:29.05:15077365:4.8:2,46:29.08:9303232:4.93:6,28:28.89:13655509:4.87:1,27:29.25:12156794:4.78:6,29:29.49:14537556:4.35:2,29:29.17:14117068:4.35:0,6:29.79:24276137:4.35:0,[6:30.03:14159319:4.35:0
TWTR_120619P22,0:29.21:10558698:0.0:0,0:29.34:9668295:0.0:0,0:29.05:15077365:0.0:0,0:29.08:9303232:0.0:0,0:28.89:13655509:0.0:0,0:29.25:12156794:0.0:0,0:29.49:14537556:0.0:0,0:29.17:14117068:0.0:0,0:29.79:24276137:0.0:0,0:30.03:14159319:0.0:0
TWTR_120619P23,1:29.21:10558698:0.06:0,1:29.34:9668295:0.06:0,1:29.05:15077365:0.06:0,1:29.08:9303232:0.06:0,1:28.89:13655509:0.06:0,1:29.25:12156794:0.06:0,1:29.49:14537556:0.06:0,1:29.17:14117068:0.06:0,1:29.79:24276137:0.06:0,1:30.03:14159319:0.06:0
TWTR_120619P24,33:29.21:10558698:0.04:0,33:29.34:9668295:0.04:0,33:29.05:15077365:0.05:4,37:29.08:9303232:0.06:1,38:28.89:13655509:0.06:0,38:29.25:12156794:0.06:0,38:29.49:14537556:0.06:0,38:29.17:14117068:0.03:3,39:29.79:24276137:0.03:3,[42:30.03:14159319:0.03:0
TWTR_120619P25,26:29.21:10558698:0.07:1,27:29.34:9668295:0.07:2,25:29.05:15077365:0.04:1,26:29.08:9303232:0.04:0,26:28.89:13655509:0.04:0,26:29.25:12156794:0.04:0,26:29.49:14537556:0.04:0,26:29.17:14117068:0.03:0,26:29.79:24276137:0.03:0,[26:30.03:14159319:0.01:5
TWTR_120619P26,93:29.21:10558698:0.13:16,103:29.34:9668295:0.14:2,103:29.05:15077365:0.1:21,123:29.08:9303232:0.08:2,123:28.89:13655509:0.08:0,123:29.25:12156794:0.05:30,149:29.49:14537556:0.05:6,153:29.17:14117068:0.05:8,160:29.79:24276137:0.04:7,[160:30.03:14159319:0.06:2
TWTR_120619P27,101:29.21:10558698:0.23:13,113:29.34:9668295:0.27:4,112:29.05:15077365:0.21:1,113:29.08:9303232:0.2:54,124:28.89:13655509:0.15:50,174:29.25:12156794:0.09:10,168:29.49:14537556:0.08:29,205:29.17:14117068:0.12:7,212:29.79:24276137:0.07:11,[214:30.03:14159319:0.05:10
TWTR_120619P27.5,276:29.21:10558698:0.33:10,286:29.34:9668295:0.33:100,336:29.05:15077365:0.29:23,345:29.08:9303232:0.29:14,356:28.89:13655509:0.28:1,356:29.25:12156794:0.19:2,357:29.49:14537556:0.13:52,362:29.17:14117068:0.22:2,364:29.79:24276137:0.1:30,[380:30.03:14159319:0.06:212
TWTR_120619P28,263:29.21:10558698:0.45:30,260:29.34:9668295:0.42:1,259:29.05:15077365:0.45:83,334:29.08:9303232:0.39:18,342:28.89:13655509:0.44:101,408:29.25:12156794:0.29:75,410:29.49:14537556:0.19:37,423:29.17:14117068:0.32:126,514:29.79:24276137:0.15:46,[550:30.03:14159319:0.1:77
TWTR_120619P28.5,276:29.21:10558698:0.62:2,276:29.34:9668295:0.62:0,276:29.05:15077365:0.6:1,276:29.08:9303232:0.56:11,285:28.89:13655509:0.61:24,309:29.25:12156794:0.49:1,308:29.49:14537556:0.3:207,108:29.17:14117068:0.43:40,138:29.79:24276137:0.25:58,[181:30.03:14159319:0.16:266
TWTR_120619P29,142:29.21:10558698:0.82:121,224:29.34:9668295:0.77:20,228:29.05:15077365:0.82:43,219:29.08:9303232:0.79:26,242:28.89:13655509:0.87:110,251:29.25:12156794:0.54:37,244:29.49:14537556:0.51:95,276:29.17:14117068:0.71:22,274:29.79:24276137:0.38:549,[685:30.03:14159319:0.28:28
TWTR_120619P29.5,266:29.21:10558698:1.07:4,269:29.34:9668295:1.2:2,271:29.05:15077365:1.2:0,271:29.08:9303232:1.02:24,283:28.89:13655509:1.11:310,585:29.25:12156794:0.86:9,592:29.49:14537556:0.75:37,633:29.17:14117068:0.98:45,634:29.79:24276137:0.59:515,[946:30.03:14159319:0.41:960
TWTR_120619P30,180:29.21:10558698:1.36:88,251:29.34:9668295:1.36:0,251:29.05:15077365:1.23:9,260:29.08:9303232:1.35:4,262:28.89:13655509:1.35:0,262:29.25:12156794:1.16:29,250:29.49:14537556:0.94:19,298:29.17:14117068:1.06:0,298:29.79:24276137:0.78:115,[331:30.03:14159319:0.65:305
TWTR_120619P30.5,19:29.21:10558698:2.16:0,19:29.34:9668295:2.16:0,19:29.05:15077365:2.16:0,19:29.08:9303232:2.16:0,19:28.89:13655509:2.16:0,19:29.25:12156794:1.78:2,17:29.49:14537556:1.78:0,17:29.17:14117068:1.78:0,17:29.79:24276137:1.04:10,[22:30.03:14159319:0.88:20
TWTR_120619P31,28:29.21:10558698:2.12:2,28:29.34:9668295:2.12:0,28:29.05:15077365:2.12:0,28:29.08:9303232:2.11:19,37:28.89:13655509:2.27:1,38:29.25:12156794:1.89:15,53:29.49:14537556:1.65:15,42:29.17:14117068:1.7:0,42:29.79:24276137:1.4:26,[47:30.03:14159319:1.25:27
TWTR_120619P31.5,15:29.21:10558698:2.85:0,15:29.34:9668295:2.85:0,15:29.05:15077365:2.41:3,15:29.08:9303232:2.54:11,24:28.89:13655509:2.54:0,24:29.25:12156794:2.54:0,24:29.49:14537556:2.54:0,24:29.17:14117068:2.54:0,24:29.79:24276137:1.91:34,[55:30.03:14159319:1.91:0
TWTR_120619P32,3:29.21:10558698:2.86:1,4:29.34:9668295:2.86:6,10:29.05:15077365:2.86:0,10:29.08:9303232:3.07:1,11:28.89:13655509:3.07:0,11:29.25:12156794:2.65:4,13:29.49:14537556:2.51:10,23:29.17:14117068:3.13:1,23:29.79:24276137:2.35:4,[21:30.03:14159319:2.42:2
TWTR_120619P32.5,12:29.21:10558698:2.85:0,12:29.34:9668295:3.35:1,12:29.05:15077365:3.35:0,12:29.08:9303232:3.35:0,12:28.89:13655509:3.35:0,12:29.25:12156794:3.35:0,12:29.49:14537556:3.35:0,12:29.17:14117068:3.17:0,12:29.79:24276137:3.17:0,[12:30.03:14159319:3.17:0
TWTR_120619P33,29:29.21:10558698:3.85:0,29:29.34:9668295:3.85:0,29:29.05:15077365:3.85:0,29:29.08:9303232:4.0:2,31:28.89:13655509:4.0:0,31:29.25:12156794:4.0:0,31:29.49:14537556:3.47:15,31:29.17:14117068:3.47:0,31:29.79:24276137:3.07:1,[30:30.03:14159319:3.07:0
TWTR_120619P33.5,1:29.21:10558698:3.83:0,1:29.34:9668295:3.83:0,1:29.05:15077365:3.83:0,1:29.08:9303232:3.83:0,1:28.89:13655509:3.83:0,1:29.25:12156794:3.83:0,1:29.49:14537556:3.83:0,1:29.17:14117068:3.83:0,1:29.79:24276137:3.83:0,[1:30.03:14159319:3.83:0
TWTR_120619P34,41:29.21:10558698:5.06:0,41:29.34:9668295:5.06:0,41:29.05:15077365:5.06:0,11:29.08:9303232:5.06:0,11:28.89:13655509:5.06:0,11:29.25:12156794:5.06:0,11:29.49:14537556:5.06:0,11:29.17:14117068:5.07:1,10:29.79:24276137:4.11:2,[10:30.03:14159319:4.11:0
TWTR_121319P24.5,9:29.21:10558698:0.08:0,9:29.34:9668295:0.08:0,9:29.05:15077365:0.08:0,9:29.08:9303232:0.08:0,9:28.89:13655509:0.08:0,9:29.25:12156794:0.08:0,9:29.49:14537556:0.08:0,9:29.17:14117068:0.08:0,9:29.79:24276137:0.08:0,9:30.03:14159319:0.08:0
TWTR_121319P25,12:29.21:10558698:0.14:0,12:29.34:9668295:0.11:1,13:29.05:15077365:0.08:3,16:29.08:9303232:0.08:0,16:28.89:13655509:0.08:0,16:29.25:12156794:0.08:0,16:29.49:14537556:0.03:2,19:29.17:14117068:0.08:0,19:29.79:24276137:0.08:0,19:30.03:14159319:0.08:0
TWTR_121319P25.5,11:29.21:10558698:0.13:0,11:29.34:9668295:0.13:0,11:29.05:15077365:0.13:0,11:29.08:9303232:0.13:0,11:28.89:13655509:0.13:0,11:29.25:12156794:0.13:0,11:29.49:14537556:0.13:0,11:29.17:14117068:0.13:0,11:29.79:24276137:0.13:0,[11:30.03:14159319:0.13:0
TWTR_121319P26,6:29.21:10558698:0.17:2,7:29.34:9668295:0.19:1,8:29.05:15077365:0.16:2,10:29.08:9303232:0.16:0,10:28.89:13655509:0.16:0,10:29.25:12156794:0.09:1,11:29.49:14537556:0.08:20,26:29.17:14117068:0.08:0,26:29.79:24276137:0.07:3,[23:30.03:14159319:0.05:1
TWTR_121319P26.5,33:29.21:10558698:0.29:0,33:29.34:9668295:0.2:6,33:29.05:15077365:0.2:0,33:29.08:9303232:0.2:0,33:28.89:13655509:0.2:0,33:29.25:12156794:0.15:2,34:29.49:14537556:0.09:6,34:29.17:14117068:0.09:0,34:29.79:24276137:0.11:5,[34:30.03:14159319:0.11:0
TWTR_121319P27,159:29.21:10558698:0.37:1,160:29.34:9668295:0.29:7,160:29.05:15077365:0.3:20,178:29.08:9303232:0.3:0,178:28.89:13655509:0.3:0,178:29.25:12156794:0.3:0,178:29.49:14537556:0.14:21,182:29.17:14117068:0.15:1,182:29.79:24276137:0.12:4,[182:30.03:14159319:0.14:10
TWTR_121319P27.5,167:29.21:10558698:0.4:3,167:29.34:9668295:0.37:3,167:29.05:15077365:0.4:13,180:29.08:9303232:0.4:0,180:28.89:13655509:0.4:0,180:29.25:12156794:0.26:20,199:29.49:14537556:0.19:23,256:29.17:14117068:0.32:135,382:29.79:24276137:0.19:8,[384:30.03:14159319:0.12:87
TWTR_121319P28,566:29.21:10558698:0.54:1,566:29.34:9668295:0.52:13,566:29.05:15077365:0.53:3,567:29.08:9303232:0.52:7,570:28.89:13655509:0.44:79,649:29.25:12156794:0.38:3,649:29.49:14537556:0.31:43,651:29.17:14117068:0.45:15,657:29.79:24276137:0.22:6,[660:30.03:14159319:0.22:1
TWTR_121319P28.5,148:29.21:10558698:0.7:58,149:29.34:9668295:0.78:1,148:29.05:15077365:0.7:1,148:29.08:9303232:0.7:52,180:28.89:13655509:0.76:49,216:29.25:12156794:0.53:1,216:29.49:14537556:0.44:5,231:29.17:14117068:0.6:20,251:29.79:24276137:0.41:20,[250:30.03:14159319:0.29:197
TWTR_121319P29,467:29.21:10558698:0.89:66,471:29.34:9668295:0.89:2,471:29.05:15077365:0.93:46,492:29.08:9303232:0.96:77,506:28.89:13655509:0.91:104,491:29.25:12156794:0.76:13,496:29.49:14537556:0.61:37,473:29.17:14117068:0.81:32,482:29.79:24276137:0.5:241,[481:30.03:14159319:0.42:63
TWTR_121319P29.5,470:29.21:10558698:1.25:0,470:29.34:9668295:1.23:2,470:29.05:15077365:1.06:20,450:29.08:9303232:1.18:99,511:28.89:13655509:1.29:24,533:29.25:12156794:0.97:9,542:29.49:14537556:0.87:125,604:29.17:14117068:1.12:46,573:29.79:24276137:0.78:74,[560:30.03:14159319:0.6:149
TWTR_121319P30,346:29.21:10558698:1.56:12,358:29.34:9668295:1.4:5,359:29.05:15077365:1.4:0,359:29.08:9303232:1.44:154,503:28.89:13655509:1.59:6,506:29.25:12156794:1.23:320,826:29.49:14537556:1.11:3,828:29.17:14117068:1.49:3,827:29.79:24276137:0.92:67,[874:30.03:14159319:0.78:384
TWTR_121319P30.5,210:29.21:10558698:2.1:0,210:29.34:9668295:2.1:0,210:29.05:15077365:2.1:0,210:29.08:9303232:2.1:0,210:28.89:13655509:1.66:20,220:29.25:12156794:1.66:0,220:29.49:14537556:1.66:0,220:29.17:14117068:1.66:0,220:29.79:24276137:1.2:19,[234:30.03:14159319:1.31:7
TWTR_121319P31,19:29.21:10558698:2.2:9,18:29.34:9668295:2.2:0,18:29.05:15077365:2.2:0,18:29.08:9303232:2.2:0,18:28.89:13655509:2.2:0,18:29.25:12156794:2.0:3,19:29.49:14537556:2.0:0,19:29.17:14117068:2.0:0,19:29.79:24276137:1.49:2,[19:30.03:14159319:1.51:1
TWTR_121319P31.5,3:29.21:10558698:2.54:0,3:29.34:9668295:2.54:0,3:29.05:15077365:2.54:0,3:29.08:9303232:2.54:0,3:28.89:13655509:2.42:2,5:29.25:12156794:2.42:0,5:29.49:14537556:2.42:0,145:29.17:14117068:2.24:0,145:29.79:24276137:2.24:0,[145:30.03:14159319:2.24:0
TWTR_121319P32,6:29.21:10558698:3.39:0,6:29.34:9668295:3.39:0,6:29.05:15077365:3.1:1,7:29.08:9303232:3.12:1,8:28.89:13655509:3.12:0,8:29.25:12156794:3.12:0,8:29.49:14537556:3.12:0,8:29.17:14117068:3.12:0,8:29.79:24276137:3.12:0,[8:30.03:14159319:2.25:6
TWTR_121319P32.5,0:29.21:10558698:0.0:0,0:29.34:9668295:0.0:0,0:29.05:15077365:0.0:0,0:29.08:9303232:0.0:0,0:28.89:13655509:0.0:0,0:29.25:12156794:0.0:0,0:29.49:14537556:0.0:0,0:29.17:14117068:0.0:0,0:29.79:24276137:0.0:0,[0:30.03:14159319:0.0:0
TWTR_121319P33,6:29.21:10558698:4.26:0,6:29.34:9668295:4.26:0,6:29.05:15077365:4.26:0,6:29.08:9303232:4.26:0,6:28.89:13655509:4.26:0,6:29.25:12156794:4.26:0,6:29.49:14537556:4.26:0,6:29.17:14117068:4.26:0,6:29.79:24276137:2.87:15,[21:30.03:14159319:3.15:1
TWTR_121319P33.5,4:29.21:10558698:3.9:0,4:29.34:9668295:3.9:0,4:29.05:15077365:3.9:0,4:29.08:9303232:3.9:0,4:28.89:13655509:3.9:0,4:29.25:12156794:3.9:0,4:29.49:14537556:3.9:0,4:29.17:14117068:3.9:0,4:29.79:24276137:3.85:1,[4:30.03:14159319:3.85:0
TWTR_121319P34,2:29.21:10558698:4.75:1,3:29.34:9668295:4.75:0,3:29.05:15077365:4.75:0,3:29.08:9303232:4.75:0,3:28.89:13655509:4.75:0,3:29.25:12156794:5.0:1,2:29.49:14537556:5.0:0,2:29.17:14117068:5.0:0,2:29.79:24276137:3.8:2,[4:30.03:14159319:3.8:0
