Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
AVY_122019P140,0:133.83:412057:0.0:0,0:133.46:438299:0.0:0,0:133.87:356908:0.0:0,0:132.26:445003:0.0:0,0:131.85:340527:0.0:0,0:132.08:296823:0.0:0,0:311.07:1584994:0.0:0,0:131.54:610271:0.0:0,0:131.49:262631:0.0:0,0:131.52:397088:0.0:0,[0:129.26:491363:0.0:0
AVY_122019P145,0:133.83:412057:0.0:0,0:133.46:438299:0.0:0,0:133.87:356908:0.0:0,0:132.26:445003:0.0:0,0:131.85:340527:0.0:0,0:132.08:296823:0.0:0,0:311.07:1584994:0.0:0,0:131.54:610271:0.0:0,0:131.49:262631:0.0:0,0:131.52:397088:0.0:0,[0:129.26:491363:0.0:0
AVY_122019P150,0:133.83:412057:0.0:0,0:133.46:438299:0.0:0,0:133.87:356908:0.0:0,0:132.26:445003:0.0:0,0:131.85:340527:0.0:0,0:132.08:296823:0.0:0,0:311.07:1584994:0.0:0,0:131.54:610271:0.0:0,0:131.49:262631:0.0:0,0:131.52:397088:0.0:0,[0:129.26:491363:0.0:0
AVY_122019P155,0:133.83:412057:0.0:0,0:133.46:438299:0.0:0,0:133.87:356908:0.0:0,0:132.26:445003:0.0:0,0:131.85:340527:0.0:0,0:132.08:296823:0.0:0,0:311.07:1584994:0.0:0,0:131.54:610271:0.0:0,0:131.49:262631:0.0:0,0:131.52:397088:0.0:0,[0:129.26:491363:0.0:0
AVY_122019P160,0:133.83:412057:0.0:0,0:133.46:438299:0.0:0,0:133.87:356908:0.0:0,0:132.26:445003:0.0:0,0:131.85:340527:0.0:0,0:132.08:296823:0.0:0,0:311.07:1584994:0.0:0,0:131.54:610271:0.0:0,0:131.49:262631:0.0:0,0:131.52:397088:0.0:0,[0:129.26:491363:0.0:0
AVY_011720P100,U,U,U,U,135:131.85:340527:0.21:0,135:132.08:296823:0.21:0,135:311.07:1584994:0.21:0,135:131.54:610271:0.21:0,135:131.49:262631:0.21:0,135:131.52:397088:0.21:0,[135:129.26:491363:0.21:0
AVY_011720P105,U,U,U,U,51:131.85:340527:3.1:0,51:132.08:296823:3.1:0,51:311.07:1584994:3.1:0,51:131.54:610271:3.1:0,51:131.49:262631:3.1:0,51:131.52:397088:3.1:0,[51:129.26:491363:3.1:0
AVY_011720P110,U,U,U,U,35:131.85:340527:7.1:0,35:132.08:296823:7.1:0,35:311.07:1584994:7.1:0,35:131.54:610271:7.1:0,35:131.49:262631:7.1:0,35:131.52:397088:7.1:0,[35:129.26:491363:7.1:0
AVY_011720P115,U,U,U,U,6:131.85:340527:2.6:0,6:132.08:296823:2.6:0,6:311.07:1584994:2.6:0,6:131.54:610271:2.6:0,6:131.49:262631:2.6:0,6:131.52:397088:2.6:0,[6:129.26:491363:2.6:0
AVY_011720P120,U,U,U,U,0:131.85:340527:2.68:0,0:132.08:296823:2.68:0,0:311.07:1584994:2.68:0,0:131.54:610271:2.68:0,0:131.49:262631:2.68:0,0:131.52:397088:2.68:0,[0:129.26:491363:2.68:0
AVY_011720P125,U,U,U,U,0:131.85:340527:4.33:0,0:132.08:296823:4.33:0,0:311.07:1584994:4.33:0,0:131.54:610271:4.33:0,0:131.49:262631:4.33:0,0:131.52:397088:4.33:0,[0:129.26:491363:4.33:0
AVY_011720P130,U,U,U,U,23:131.85:340527:2.75:0,23:132.08:296823:2.95:20,22:311.07:1584994:2.95:0,22:131.54:610271:3.4:5,23:131.49:262631:2.5:3,20:131.52:397088:2.5:0,[20:129.26:491363:2.5:0
AVY_011720P135,U,U,U,U,0:131.85:340527:0.0:0,0:132.08:296823:0.0:0,0:311.07:1584994:0.0:0,0:131.54:610271:0.0:0,0:131.49:262631:0.0:0,0:131.52:397088:0.0:0,[0:129.26:491363:0.0:0
AVY_011720P140,U,U,U,U,0:131.85:340527:0.0:0,0:132.08:296823:0.0:0,0:311.07:1584994:0.0:0,0:131.54:610271:0.0:0,0:131.49:262631:0.0:0,0:131.52:397088:0.0:0,[0:129.26:491363:0.0:0
AVY_011720P145,U,U,U,U,2:131.85:340527:14.5:1,1:132.08:296823:14.5:0,1:311.07:1584994:14.5:1,1:131.54:610271:14.5:0,1:131.49:262631:14.5:0,1:131.52:397088:14.5:0,[1:129.26:491363:14.5:0
AVY_011720P150,U,U,U,U,0:131.85:340527:0.0:0,0:132.08:296823:0.0:0,0:311.07:1584994:0.0:0,0:131.54:610271:0.0:0,0:131.49:262631:0.0:0,0:131.52:397088:0.0:0,[0:129.26:491363:0.0:0
AVY_011720P85,U,U,U,U,5:131.85:340527:0.7:0,5:132.08:296823:0.7:0,5:311.07:1584994:0.7:0,5:131.54:610271:0.7:0,5:131.49:262631:0.7:0,5:131.52:397088:0.7:0,[5:129.26:491363:0.7:0
AVY_011720P90,U,U,U,U,14:131.85:340527:1.3:0,14:132.08:296823:1.3:0,14:311.07:1584994:1.3:0,14:131.54:610271:1.3:0,14:131.49:262631:1.3:0,14:131.52:397088:1.3:0,[14:129.26:491363:1.3:0
AVY_011720P95,U,U,U,U,11:131.85:340527:0.7:0,11:132.08:296823:0.7:0,11:311.07:1584994:0.7:0,11:131.54:610271:0.7:0,11:131.49:262631:0.7:0,11:131.52:397088:0.7:0,[11:129.26:491363:0.7:0
AVY_011720P80,U,U,U,U,U,U,U,U,U,U,0:129.26:491363:0.0:0
AVY_122019P80,U,U,U,U,U,U,U,U,U,U,0:129.26:491363:0.0:0
