Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
AVY_122019C135,543:133.83:412057:1.75:0,543:133.46:438299:2.75:2,545:133.87:356908:2.15:5,550:132.26:445003:0.5:1,550:131.85:340527:0.5:0,550:132.08:296823:0.5:0,550:311.07:1584994:1.1:3,552:131.54:610271:1.1:0,552:131.49:262631:1.1:0,552:131.52:397088:1.0:1,[553:129.26:491363:0.65:2
AVY_122019C140,36:133.83:412057:0.62:0,36:133.46:438299:0.62:0,36:133.87:356908:0.7:1,36:132.26:445003:0.7:0,36:131.85:340527:0.7:0,36:132.08:296823:0.7:0,36:311.07:1584994:0.7:0,36:131.54:610271:0.7:0,36:131.49:262631:0.7:0,36:131.52:397088:0.22:1,[36:129.26:491363:0.22:0
AVY_122019C145,11:133.83:412057:0.13:0,11:133.46:438299:0.13:0,11:133.87:356908:0.22:1,12:132.26:445003:0.22:0,12:131.85:340527:0.22:0,12:132.08:296823:0.22:0,12:311.07:1584994:0.22:0,12:131.54:610271:0.22:0,12:131.49:262631:0.22:0,12:131.52:397088:0.22:0,[12:129.26:491363:0.22:0
AVY_122019C150,10:133.83:412057:0.24:0,10:133.46:438299:0.24:0,10:133.87:356908:0.24:0,10:132.26:445003:0.24:0,10:131.85:340527:0.24:0,10:132.08:296823:0.24:0,10:311.07:1584994:0.24:0,10:131.54:610271:0.24:0,10:131.49:262631:0.24:0,10:131.52:397088:0.24:0,[10:129.26:491363:0.24:0
AVY_122019C155,0:133.83:412057:0.0:0,0:133.46:438299:0.0:0,0:133.87:356908:0.0:0,0:132.26:445003:0.0:0,0:131.85:340527:0.0:0,0:132.08:296823:0.0:0,0:311.07:1584994:0.0:0,0:131.54:610271:0.0:0,0:131.49:262631:0.0:0,0:131.52:397088:0.0:0,[0:129.26:491363:0.0:0
AVY_122019C160,0:133.83:412057:0.0:0,0:133.46:438299:0.0:0,0:133.87:356908:0.0:0,0:132.26:445003:0.0:0,0:131.85:340527:0.0:0,0:132.08:296823:0.0:0,0:311.07:1584994:0.0:0,0:131.54:610271:0.0:0,0:131.49:262631:0.0:0,0:131.52:397088:0.0:0,[0:129.26:491363:0.0:0
AVY_011720C100,U,U,U,U,4:131.85:340527:14.5:0,4:132.08:296823:32.63:4,2:311.07:1584994:32.63:0,2:131.54:610271:32.63:0,2:131.49:262631:32.63:0,2:131.52:397088:32.63:0,[2:129.26:491363:32.63:0
AVY_011720C105,U,U,U,U,0:131.85:340527:0.0:0,0:132.08:296823:0.0:0,0:311.07:1584994:0.0:0,0:131.54:610271:0.0:0,0:131.49:262631:0.0:0,0:131.52:397088:0.0:0,[0:129.26:491363:0.0:0
AVY_011720C110,U,U,U,U,409:131.85:340527:23.65:0,409:132.08:296823:23.65:0,409:311.07:1584994:23.65:0,409:131.54:610271:23.65:0,409:131.49:262631:23.65:0,409:131.52:397088:23.65:0,[409:129.26:491363:23.65:0
AVY_011720C115,U,U,U,U,24:131.85:340527:16.0:0,24:132.08:296823:16.0:0,24:311.07:1584994:16.0:0,24:131.54:610271:16.0:0,24:131.49:262631:16.0:0,24:131.52:397088:16.0:0,[24:129.26:491363:16.0:0
AVY_011720C120,U,U,U,U,31:131.85:340527:14.04:0,31:132.08:296823:14.04:0,31:311.07:1584994:14.04:0,31:131.54:610271:14.04:0,31:131.49:262631:14.04:0,31:131.52:397088:14.04:0,[31:129.26:491363:10.9:8
AVY_011720C125,U,U,U,U,57:131.85:340527:9.6:0,57:132.08:296823:9.6:0,57:311.07:1584994:9.6:0,57:131.54:610271:9.6:0,57:131.49:262631:9.6:0,57:131.52:397088:9.6:0,[57:129.26:491363:7.28:4
AVY_011720C130,U,U,U,U,16:131.85:340527:5.2:1,16:132.08:296823:5.2:0,16:311.07:1584994:5.2:0,16:131.54:610271:5.2:0,16:131.49:262631:5.2:0,16:131.52:397088:5.2:0,[16:129.26:491363:3.8:1
AVY_011720C135,U,U,U,U,32:131.85:340527:3.44:0,32:132.08:296823:3.44:0,32:311.07:1584994:3.44:0,32:131.54:610271:3.44:0,32:131.49:262631:3.44:0,32:131.52:397088:3.44:0,[32:129.26:491363:1.6:2
AVY_011720C140,U,U,U,U,15:131.85:340527:1.05:2,15:132.08:296823:1.05:0,15:311.07:1584994:0.75:2,13:131.54:610271:0.75:0,13:131.49:262631:1.06:1,14:131.52:397088:1.06:0,[14:129.26:491363:0.6:1
AVY_011720C145,U,U,U,U,11:131.85:340527:0.57:0,11:132.08:296823:0.57:0,11:311.07:1584994:0.57:0,11:131.54:610271:0.57:0,11:131.49:262631:0.57:0,11:131.52:397088:0.57:0,[11:129.26:491363:0.57:0
AVY_011720C150,U,U,U,U,1:131.85:340527:0.08:0,1:132.08:296823:0.08:0,1:311.07:1584994:0.08:0,1:131.54:610271:0.08:0,1:131.49:262631:0.08:0,1:131.52:397088:0.08:0,[1:129.26:491363:0.08:0
AVY_011720C85,U,U,U,U,0:131.85:340527:0.0:0,0:132.08:296823:0.0:0,0:311.07:1584994:0.0:0,0:131.54:610271:0.0:0,0:131.49:262631:0.0:0,0:131.52:397088:0.0:0,[0:129.26:491363:0.0:0
AVY_011720C90,U,U,U,U,0:131.85:340527:0.0:0,0:132.08:296823:0.0:0,0:311.07:1584994:0.0:0,0:131.54:610271:0.0:0,0:131.49:262631:0.0:0,0:131.52:397088:0.0:0,[0:129.26:491363:0.0:0
AVY_011720C95,U,U,U,U,0:131.85:340527:0.0:0,0:132.08:296823:0.0:0,0:311.07:1584994:0.0:0,0:131.54:610271:0.0:0,0:131.49:262631:0.0:0,0:131.52:397088:0.0:0,[0:129.26:491363:0.0:0
AVY_122019C80,U,U,U,U,U,U,U,U,U,U,0:129.26:491363:0.0:0
AVY_011720C80,U,U,U,U,U,U,U,U,U,U,0:129.26:491363:0.0:0
